교육 수,교통 수,버퍼내폐업비율,아파트 세대수,임대료,점심저녁시간대 생활인구수,집객시설 수,타업종경쟁자
139,109,0.484,10672,4436,18843.2556,14,2156
140,96,0.471953578,6687,16960,19006.12565,18,1929
150,104,0.452214452,13644,1789,12993.74105,11,1592
166,96,0.435807246,11410,482,42649.78768,22,2708
204,101,0.450274558,17675,1062,42649.78768,13,1551
209,103,0.444170265,17991,1275,42649.78768,13,1532
157,97,0.441312879,12073,1255,42649.78768,22,2674
152,106,0.455152274,10899,3181,42649.78768,17,2257
162,91,0.420222092,14557,2750,42649.78768,8,1643
209,120,0.470921986,17493,3308,22178.29836,10,677
212,130,0.470886076,17070,1068,22178.29836,11,757
315,129,0.482277121,18032,1789,22178.29836,12,886
206,127,0.462701613,14240,1849,22178.29836,13,952
153,129,0.47755611,7019,892,17973.59103,10,768
271,117,0.466584158,7570,1694,38359.04293,15,772
204,100,0.449362341,9576,1680,38359.04293,10,1268
167,99,0.534148828,13993,1508,14749.56317,9,912
121,93,0.480645161,7350,4932,14749.56317,9,2023
112,97,0.503742845,5771,1148,14749.56317,9,1939
197,120,0.497309762,4794,2092,25758.71148,8,1254
207,119,0.49004329,3898,2902,25758.71148,8,1112
116,83,0.441176471,13815,2169,31295.34849,4,484
60,48,0.44028103,6079,3059,31295.34849,3,404
143,89,0.445075758,13102,3772,31295.34849,5,503
132,89,0.444230769,13102,5597,31295.34849,5,495
331,125,0.46993988,15946,1395,35764.16763,12,949
300,122,0.48116254,13172,3336,35764.16763,11,880
173,98,0.429763561,13612,2734,35764.16763,5,687
13,43,0.503144654,1031,2169,23937.25458,0,307
111,74,0.489690722,3835,2008,23937.25458,12,1684
98,71,0.485142511,2638,605,23937.25458,11,1589
64,55,0.469845722,2038,3397,22467.27921,3,689
87,42,0.411067194,1540,10507,23078.81627,10,973
107,41,0.419246862,1859,5118,23078.81627,10,1149
118,46,0.423661071,1859,1417,23078.81627,10,1205
130,82,0.501373626,3483,5348,21672.99278,11,2104
131,87,0.508203991,3483,493,21672.99278,11,2167
157,112,0.497735694,6538,931,21672.99278,14,2354
99,86,0.504994007,2618,2914,14743.22995,14,2417
126,86,0.50918197,2462,1513,14743.22995,14,2308
135,84,0.505208333,2602,2029,14743.22995,13,1855
101,76,0.5047276,2758,2115,14743.22995,12,2146
126,79,0.550498753,6136,417,18597.21201,9,1512
135,91,0.538378959,6171,867,28933.52476,9,1667
115,99,0.498197837,6838,1198,28933.52476,8,2100
137,58,0.588741204,5771,1157,33820.49488,6,1243
137,58,0.591639871,5771,3671,33820.49488,6,1208
222,106,0.526063511,9501,1288,26697.50493,14,1615
88,69,0.494769874,3652,7944,36338.43718,15,1842
170,73,0.519887955,7885,755,36338.43718,9,1720
111,61,0.49883775,3526,3353,36338.43718,14,2075
98,63,0.497837578,3526,679,36338.43718,13,2005
198,110,0.508482143,8546,2186,36338.43718,13,2169
183,80,0.514105058,6962,920,36338.43718,15,1985
123,73,0.509831461,6696,1273,36338.43718,15,2061
96,63,0.496793291,3526,2814,36338.43718,12,1954
127,71,0.504437179,6419,1695,36338.43718,16,2067
84,74,0.583858764,3705,2776,16360.36538,6,755
84,64,0.602118003,7502,1082,16360.36538,4,625
90,73,0.585499316,2249,1365,16360.36538,6,695
84,64,0.602118003,7502,529,16360.36538,4,625
77,61,0.601547389,7815,1443,16360.36538,3,493
82,64,0.579896907,2389,3795,16360.36538,5,739
137,108,0.520603015,4821,933,18734.86704,9,1848
375,115,0.535174954,17433,2959,33136.1241,49,2596
295,108,0.52082288,13463,3869,33136.1241,37,1903
580,123,0.52553947,16310,813,53812.22095,168,3513
147,72,0.49555336,3456,5446,53812.22095,21,1964
489,103,0.516775033,12733,3698,53812.22095,151,3687
134,71,0.510791367,5077,10076,53812.22095,23,1621
553,119,0.522,12645,12110,53812.22095,154,3357
216,86,0.481675393,3566,5364,75810.43776,26,1456
216,103,0.486939379,4730,4554,75810.43776,34,1937
237,93,0.495103373,5456,2235,75810.43776,37,1754
201,97,0.487876996,6632,2349,75810.43776,27,1616
151,72,0.470464135,6127,9179,75810.43776,17,1356
551,114,0.539300699,14271,2542,49722.93653,187,3445
441,75,0.521218716,18349,2227,34163.0791,112,2672
462,64,0.563398693,23222,7094,25847.2077,18,714
479,83,0.565916399,20852,5828,50716.61358,19,873
460,79,0.562264151,22069,2521,50716.61358,19,739
244,79,0.54244763,6612,6371,50716.61358,16,869
460,79,0.562264151,22069,3789,50716.61358,19,739
479,83,0.565916399,20852,2890,50716.61358,19,873
455,70,0.548645938,15296,10598,50716.61358,17,935
455,70,0.548645938,15296,3934,50716.61358,17,935
455,70,0.548645938,15296,32111,50716.61358,17,935
460,79,0.562264151,22069,3676,50716.61358,19,739
460,79,0.562264151,22069,954,50716.61358,19,739
304,118,0.473931178,8127,1943,22618.54494,20,1840
295,104,0.46414914,8776,2703,22618.54494,22,2006
202,106,0.505913272,5034,4628,15187.01226,9,722
177,101,0.507462687,5188,762,15187.01226,9,635
204,103,0.50617284,5778,804,15187.01226,11,771
161,84,0.510542169,3527,6743,27406.91783,14,631
341,105,0.494102228,11788,5147,27406.91783,15,1460
13,11,0.4,1632,803,57490.43826,1,18
62,31,0.588709677,5167,2967,57490.43826,1,116
118,71,0.506953224,406,5207,42482.92615,5,1530
8,28,0.494646681,1130,6039,42482.92615,1,443
6,19,0.512605042,1539,5617,42482.92615,1,334
22,35,0.508032129,3171,1255,42482.92615,1,471
336,53,0.501731102,8450,32357,49387.2863,122,3367
500,52,0.506181645,3110,7964,52943.28146,294,4090
220,57,0.500320924,8531,9035,52943.28146,73,3035
485,54,0.507161305,2835,27036,52943.28146,286,4140
236,62,0.490185387,10890,3911,42858.54149,72,1784
1534,67,0.485842027,19718,3021,31139.66985,25,1935
1164,68,0.489766082,17146,4806,58126.24751,40,3287
698,69,0.495520717,14084,655,58126.24751,45,3433
698,69,0.495520717,14084,578,58126.24751,45,3433
1145,70,0.48834597,16400,6281,58126.24751,39,3424
910,69,0.490871614,16110,564,58126.24751,43,3267
663,76,0.501809073,9993,3926,58126.24751,50,3458
208,80,0.461156278,13524,5456,34604.20073,31,2129
260,87,0.469957778,8019,1542,34604.20073,37,2964
389,91,0.483658171,11190,4072,34604.20073,52,3208
230,59,0.506456241,23905,1744,29599.69657,12,670
64,17,0.394594595,8248,2501,22938.74047,3,178
126,52,0.413881748,14447,1461,22938.74047,5,377
156,37,0.557442557,3825,1020,15675.02785,3,977
55,34,0.370967742,7674,1715,41311.48915,3,121
38,29,0.340206186,2930,1372,41311.48915,2,94
456,46,0.512396694,7130,5872,53069.27567,294,3063
427,53,0.509864365,5167,7234,53069.27567,308,3155
517,43,0.516699411,8645,11296,53069.27567,271,2979
291,52,0.512905912,10219,6358,49970.30897,178,3501
1331,61,0.497744361,16491,5779,58872.21116,26,1277
377,67,0.504261364,23065,1417,23451.64962,12,678
186,72,0.536653609,8522,2101,14552.56796,18,1720
192,71,0.535441658,9171,1563,14552.56796,18,1765
104,55,0.619242579,10511,1806,17719.77856,6,951
44,34,0.621440536,5908,923,17719.77856,4,580
146,59,0.618328298,9319,2176,17719.77856,7,964
476,64,0.535460993,9742,5800,19597.38675,7,1090
443,51,0.534351145,9001,5750,19597.38675,9,1015
176,55,0.533628973,6555,2279,19881.79333,13,1300
453,63,0.53281097,12818,3736,35001.36518,6,991
262,47,0.504710633,11169,16014,27768.72215,14,2156
167,22,0.545203589,15659,1266,27768.72215,4,1412
356,43,0.544397954,19504,7400,27812.43798,10,2095
193,58,0.501029513,13422,3354,37997.64822,11,1411
263,70,0.515861027,14893,2554,37997.64822,14,1274
292,64,0.526162791,14968,6192,37997.64822,9,1332
193,58,0.501029513,13422,1531,37997.64822,11,1411
271,39,0.510650547,14188,1906,24590.48557,10,1692
212,35,0.525649567,13429,2335,24590.48557,6,1463
301,45,0.512925969,16070,1275,24590.48557,10,1655
249,50,0.508474576,15869,3630,24590.48557,10,1716
208,34,0.508463542,12084,2526,24590.48557,8,1499
292,66,0.571917808,15564,1961,24355.68359,10,844
286,68,0.572368421,14939,1548,24355.68359,11,878
284,67,0.548240636,14166,1189,20092.47001,12,853
44,52,0.430609598,8052,979,46896.40678,7,725
108,40,0.474730737,8696,2900,46896.40678,12,1141
58,31,0.448240166,7598,7319,46896.40678,5,912
53,31,0.454367026,7342,6480,46896.40678,7,962
58,31,0.448240166,7598,1595,46896.40678,5,912
137,40,0.46250928,8824,3518,46896.40678,12,1271
189,50,0.48578492,13422,15372,46896.40678,10,1561
137,40,0.46250928,8824,3563,46896.40678,12,1271
192,53,0.490851735,13422,2353,46896.40678,11,1532
23,40,0.434782609,3237,8903,46896.40678,7,414
58,31,0.448240166,7598,1768,46896.40678,5,912
372,41,0.553777209,22445,6890,34426.55575,19,1519
128,42,0.41216992,12196,4437,54974.84818,23,837
251,36,0.529411765,7785,5754,9338.249323,17,1193
257,37,0.530168946,7785,5682,9338.249323,18,1212
138,34,0.522175732,4929,2683,9338.249323,20,1161
257,37,0.530168946,7785,4309,9338.249323,18,1212
137,16,0.564356436,11241,139717,35834.73436,17,98
316,60,0.514319112,23563,8714,53885.90844,25,1653
316,60,0.514319112,23563,4635,53885.90844,25,1653
316,60,0.514319112,23563,29119,53885.90844,25,1653
316,60,0.514319112,23563,2771,53885.90844,25,1653
164,62,0.605084746,15165,6579,39627.51233,9,1140
108,44,0.44198895,10428,2541,39627.51233,1,171
28,29,0.435028249,6903,2586,39627.51233,1,167
28,29,0.435028249,6903,2118,39627.51233,1,167
28,29,0.435028249,6903,3245,39627.51233,1,167
28,22,0.435028249,6903,2451,39627.51233,1,167
28,29,0.435028249,6903,2895,39627.51233,1,167
28,29,0.435028249,6903,2217,39627.51233,1,167
47,44,0.534090909,8626,5430,48711.11834,1,85
272,69,0.51536643,21266,3455,36692.49498,7,405
98,59,0.534090909,21834,1664,36692.49498,2,253
99,65,0.50928382,21834,4774,36692.49498,1,355
323,75,0.543604651,16656,2348,26986.96295,9,1323
329,67,0.570057582,18580,5746,16218.85574,9,505
310,59,0.548476454,23130,5890,21883.86122,6,349
205,84,0.529734675,6309,1611,26698.17565,17,2108
234,83,0.525154004,9341,1074,26698.17565,17,1880
200,89,0.532888889,6309,2779,26698.17565,15,2167
240,97,0.531990103,8762,1956,23624.75283,22,2719
162,71,0.520846297,5818,798,26266.09208,8,1537
293,64,0.538461538,14686,1504,24113.64599,9,997
213,86,0.527914614,9537,926,55277.9273,12,2336
