경쟁자 수,교통 수,인허가 폐업,임대료,점심저녁시간대 생활인구수,집객시설 수,타업종비율
279,79,1951,3245,26465.70576,11,0.920625889
117,51,329,769,23722.84324,15,0.881698686
109,48,327,880,23722.84324,13,0.886221294
332,114,826,1315,27829.2449,35,0.876211782
327,111,780,1775,24090.92045,34,0.873598763
284,110,688,1063,24090.92045,30,0.871260199
273,102,837,726,12753.44077,19,0.87254902
161,75,577,476,38398.03374,9,0.866721854
149,79,525,953,38398.03374,11,0.867082962
161,79,570,1275,38398.03374,10,0.865945046
225,89,976,541,19006.12565,18,0.891618497
249,106,1004,1789,19006.12565,19,0.888839286
213,88,937,6823,19006.12565,18,0.894554455
117,88,836,552,20746.05601,17,0.928352725
154,112,574,594,41420.82633,7,0.871559633
444,110,1423,1617,51885.59884,82,0.890559527
284,94,849,715,22107.5451,28,0.871551334
189,63,956,2968,54974.84818,28,0.906620553
189,63,956,5258,54974.84818,28,0.906620553
69,118,305,1366,6177.561535,95,0.928865979
161,129,639,2006,86021.11043,107,0.918191057
94,75,301,5494,29101.06209,44,0.883229814
66,73,191,266,29101.06209,49,0.883392226
131,81,350,1807,8553.058892,21,0.858531317
110,81,339,709,8553.058892,18,0.870588235
126,80,352,1008,8553.058892,20,0.863340564
101,83,465,695,12435.85358,13,0.910460993
103,94,478,382,32026.19779,38,0.908849558
245,152,785,2267,40268.92265,44,0.89744663
332,102,1097,1092,35105.88129,46,0.886379192
300,48,819,1078,13854.49042,40,0.875776398
336,51,981,277,13854.49042,51,0.878612717
316,42,925,563,13854.49042,48,0.87751938
244,92,766,1868,9454.241349,16,0.875319366
176,94,710,791,12753.44077,16,0.897971014
176,94,710,791,12753.44077,16,0.897971014
204,104,769,955,10053.93561,16,0.874692875
230,139,640,2023,10053.93561,15,0.865023474
310,94,878,12374,22107.5451,28,0.865858936
92,114,397,2380,14361.50336,12,0.896512936
91,105,363,1282,14361.50336,11,0.888888889
108,101,361,1511,14361.50336,16,0.87755102
283,99,859,8325,10456.62387,26,0.872808989
285,98,852,757,10456.62387,28,0.871852518
285,93,850,645,10456.62387,29,0.871852518
218,113,687,1373,10456.62387,21,0.876905703
228,116,716,1960,9397.051812,21,0.875409836
290,105,859,1511,9397.051812,25,0.870246085
282,99,834,5589,9397.051812,26,0.871701547
243,117,717,1816,9397.051812,23,0.871224165
242,96,725,2453,12294.54395,21,0.879
68,56,327,1059,12247.28031,9,0.908355795
65,59,284,1378,12247.28031,9,0.90327381
60,56,320,1033,12247.28031,8,0.916550765
48,62,357,1234,12247.28031,11,0.940520446
231,95,676,747,20821.24615,19,0.868376068
163,77,679,1807,13865.29669,6,0.88569425
165,89,570,466,9401.494158,17,0.872291022
78,40,328,2275,25473.53184,7,0.905797101
35,33,141,1446,25473.53184,0,0.904632153
28,29,99,1898,25473.53184,7,0.898181818
113,53,840,2436,14473.70103,21,0.940432261
101,58,755,2118,14473.70103,17,0.939701493
101,58,759,1214,14473.70103,18,0.939988116
93,40,544,788,9558.739677,5,0.92835131
93,40,544,719,9558.739677,5,0.92835131
101,53,710,1697,9558.739677,18,0.93937575
110,57,777,1340,9558.739677,21,0.939759036
167,110,480,1961,21621.5139,16,0.862889984
171,77,507,436,21621.5139,17,0.871621622
140,84,382,494,20984.2943,14,0.869402985
144,92,426,1754,20984.2943,16,0.878069433
125,55,492,2332,63564.3509,9,0.903250774
46,33,209,3749,63564.3509,9,0.927099842
70,40,268,1129,63564.3509,13,0.910485934
96,46,373,2224,63564.3509,9,0.902240326
96,46,373,893,63564.3509,9,0.902240326
73,63,495,1108,35491.54168,33,0.934529148
38,67,257,705,35491.54168,14,0.927480916
46,72,300,1018,35491.54168,26,0.926634769
196,115,925,997,13403.46526,15,0.908024402
196,115,925,2938,13403.46526,15,0.908024402
196,115,925,2517,13403.46526,15,0.908024402
105,96,663,1202,20746.05601,14,0.921933086
86,74,492,1085,24563.25841,10,0.917466411
84,73,488,1311,24563.25841,10,0.919075145
107,129,656,630,22681.831,15,0.927062031
109,167,701,834,17514.59433,13,0.926101695
102,149,628,1681,8920.939141,13,0.922960725
44,94,362,1069,11866.66398,1,0.934328358
70,129,438,1565,11866.66398,4,0.916267943
65,56,415,3386,21111.77682,6,0.934343434
83,73,500,2189,21111.77682,9,0.93207856
92,72,555,250,21111.77682,8,0.931343284
51,56,290,1630,21111.77682,5,0.922960725
82,69,511,1482,21111.77682,8,0.933441558
62,63,365,1482,22998.26623,6,0.924390244
131,83,762,1676,20560.19923,6,0.924755887
128,79,761,3128,20560.19923,6,0.92639448
82,46,501,513,20560.19923,4,0.926391382
100,54,568,1106,20560.19923,4,0.923195084
119,79,739,524,19674.05146,14,0.916491228
97,59,593,776,19674.05146,10,0.92634776
88,52,570,609,19674.05146,13,0.915303176
57,46,420,834,19674.05146,9,0.925587467
195,87,914,1534,28878.15314,16,0.909512761
124,120,805,626,28878.15314,17,0.927654609
206,91,803,959,28878.15314,18,0.895271988
195,87,914,1544,28878.15314,16,0.909512761
69,167,419,959,18036.51486,6,0.913857678
44,75,260,1157,26677.27886,21,0.91634981
160,66,485,1020,40993.88901,19,0.887085392
148,61,467,2999,40993.88901,17,0.889716841
156,65,521,1969,40993.88901,18,0.893369788
150,65,536,14354,40993.88901,14,0.896765313
105,62,279,1784,40993.88901,13,0.872572816
148,64,537,1363,40993.88901,14,0.899388171
150,66,541,933,40993.88901,14,0.89747095
150,66,541,834,40993.88901,14,0.89747095
150,66,541,1048,40993.88901,14,0.89747095
110,62,386,2552,19677.17733,12,0.888888889
99,61,314,858,19677.17733,12,0.882701422
79,63,308,1034,19677.17733,12,0.906619385
82,62,323,953,19677.17733,13,0.903073286
80,94,291,1400,14380.88502,12,0.903846154
83,94,304,1433,14380.88502,13,0.906320542
83,93,301,1003,14380.88502,13,0.906531532
86,94,310,4580,14380.88502,13,0.904338154
84,92,295,4347,14380.88502,13,0.904109589
83,92,304,1577,14380.88502,13,0.904487917
90,87,327,1529,14380.88502,13,0.903017241
72,96,241,2952,16595.98649,11,0.894117647
78,96,274,1262,16595.98649,13,0.90747331
74,72,271,9821,14703.70065,8,0.889716841
57,60,182,2006,22650.40269,8,0.893656716
125,47,279,2793,15798.86142,18,0.855824683
104,52,255,2215,23158.27997,16,0.866837388
44,53,124,2057,19795.33566,7,0.88688946
46,37,150,487,31098.29863,4,0.90212766
67,38,216,1609,31098.29863,8,0.901033973
46,37,150,430,31098.29863,4,0.90212766
46,37,150,2208,31098.29863,4,0.90212766
67,38,216,1012,31098.29863,8,0.901033973
44,40,137,522,31098.29863,4,0.895238095
94,61,257,1628,31098.29863,11,0.883663366
46,37,150,470,31098.29863,4,0.90212766
4,18,30,1655,33973.95061,5,0.945945946
14,35,56,860,33973.95061,6,0.897810219
114,67,310,1361,23722.84324,12,0.877813505
111,64,288,823,23722.84324,13,0.873720137
111,65,296,1139,23722.84324,13,0.875280899
77,28,260,1645,19131.085,5,0.901028278
72,29,234,1119,19131.085,6,0.898591549
72,21,228,846,19131.085,4,0.895500726
107,59,298,471,19131.085,12,0.88629118
67,23,206,846,19131.085,3,0.893987342
88,46,266,2057,19131.085,8,0.892156863
116,60,343,1044,19131.085,11,0.891588785
107,66,297,899,19131.085,13,0.885683761
144,56,486,1377,23329.60797,14,0.904
106,53,437,1244,23329.60797,10,0.919452888
158,63,515,336,23329.60797,18,0.902948403
67,26,278,602,23329.60797,7,0.916873449
144,56,486,1141,23329.60797,14,0.904
62,27,206,1218,23329.60797,5,0.896666667
80,33,279,1003,23329.60797,7,0.900990099
55,29,198,508,23329.60797,4,0.905008636
114,50,600,880,28056.87549,6,0.927848101
114,52,572,203,28056.87549,10,0.924901186
118,66,539,1340,28056.87549,10,0.922419461
92,41,421,1426,28056.87549,9,0.923966942
90,42,406,981,28056.87549,9,0.923986486
104,42,515,1161,28056.87549,7,0.924909747
149,67,691,2138,20116.34637,13,0.89295977
123,79,623,1588,16432.31839,5,0.900966184
130,66,618,324,17915.96462,6,0.894822006
149,75,667,1570,19023.37135,14,0.889383816
152,66,663,2144,19023.37135,14,0.888970051
113,81,641,1212,43038.28137,15,0.921089385
129,95,728,642,43038.28137,14,0.919223544
108,67,551,976,30713.91024,16,0.897044805
160,94,959,1312,30713.91024,13,0.911553344
108,67,545,3169,30713.91024,16,0.895450145
197,74,999,1115,30713.91024,14,0.897395833
118,53,805,554,19726.04428,15,0.921750663
145,80,966,7545,19726.04428,14,0.920460779
135,59,985,1061,33995.93147,16,0.927341227
132,81,838,906,33995.93147,12,0.922123894
56,52,341,837,12803.05292,3,0.918958032
106,80,561,1024,21634.83018,16,0.899526066
129,77,752,1252,21634.83018,14,0.905976676
137,76,612,634,18428.03924,7,0.897531788
132,59,529,1606,15599.1856,5,0.880650995
124,72,500,311,15599.1856,5,0.884220355
190,83,734,516,10442.05896,7,0.881398252
170,82,663,1933,10442.05896,7,0.884432359
178,53,647,1183,17751.98874,6,0.872492837
157,66,627,774,17751.98874,5,0.88540146
157,51,604,495,17751.98874,5,0.879693487
218,97,754,873,27016.92851,11,0.869304556
145,84,569,748,23667.05304,8,0.87670068
116,83,482,914,23667.05304,5,0.88053553
132,79,505,616,23521.13493,6,0.875354108
133,83,506,1495,23521.13493,6,0.875
140,86,530,861,23521.13493,6,0.871559633
138,82,520,936,23521.13493,6,0.871028037
130,80,493,489,23521.13493,6,0.873170732
162,98,670,2370,17713.32909,7,0.88663401
159,101,622,1423,17713.32909,7,0.878533231
142,61,515,1076,10572.78467,5,0.866541353
169,80,636,1752,10572.78467,8,0.874068554
220,86,738,793,10572.78467,9,0.866017052
103,81,326,1604,32918.18862,11,0.859481583
125,91,449,775,32918.18862,15,0.87006237
8,47,28,983,32918.18862,2,0.84
120,91,419,1490,32918.18862,13,0.867549669
61,78,196,778,15909.35032,13,0.856132075
41,55,119,1092,15909.35032,5,0.83127572
198,89,755,1190,24959.37612,10,0.886075949
179,71,602,697,18553.493,5,0.864599092
197,83,770,852,18553.493,6,0.882458234
224,85,826,681,18553.493,7,0.879310345
178,85,663,793,38398.03374,10,0.874736101
92,118,406,2122,11278.10094,13,0.881899872
88,133,340,454,11432.94307,14,0.87657784
102,130,420,1932,13067.23319,9,0.878426698
69,111,280,2234,17723.4327,8,0.887254902
38,76,117,504,14397.35925,4,0.850980392
44,90,137,643,16170.0943,5,0.844522968
107,113,392,1897,31444.23906,5,0.862290862
145,118,686,4189,19015.55315,11,0.896206156
143,122,674,1749,19015.55315,11,0.897711016
134,114,633,1229,22831.5909,13,0.90275762
67,71,310,1119,22831.5909,9,0.898944193
69,120,399,1300,22831.5909,8,0.9004329
69,128,420,569,18657.88758,7,0.905479452
86,127,459,1277,11181.31156,6,0.89276808
59,123,258,341,6622.388197,5,0.869469027
86,87,371,662,34226.22895,11,0.894218942
68,71,410,3111,25308.72175,5,0.913705584
64,51,455,792,25308.72175,7,0.926096998
136,102,617,859,25308.72175,8,0.898431665
174,111,868,1566,17671.14532,14,0.906047516
114,105,495,869,17671.14532,8,0.879109226
83,125,323,1798,11347.81163,5,0.863934426
56,126,183,1479,11347.81163,9,0.853785901
50,129,168,1136,13104.75787,6,0.839228296
52,129,181,560,13104.75787,6,0.847058824
50,127,165,626,13104.75787,6,0.839228296
153,118,679,506,17429.82211,15,0.894628099
144,111,600,902,21000.83161,6,0.87755102
154,113,643,1037,21000.83161,6,0.879025923
216,121,905,1406,23076.62305,11,0.889570552
136,108,471,875,34991.12653,7,0.862348178
165,110,716,875,25681.43861,11,0.889261745
160,108,589,656,25681.43861,8,0.868959869
168,104,721,469,25681.43861,7,0.886409736
151,98,570,937,19119.18042,6,0.868695652
149,100,567,957,19119.18042,6,0.869868996
121,114,450,427,19119.18042,6,0.860759494
153,93,586,2530,19119.18042,7,0.870229008
142,89,527,1559,19119.18042,5,0.863066538
161,100,674,625,19119.18042,8,0.882653061
169,88,657,2624,19119.18042,8,0.876190476
122,100,477,752,26011.7297,7,0.872916667
132,103,686,676,16588.93994,19,0.903438186
124,94,543,1475,16588.93994,18,0.889777778
75,103,308,738,12508.72012,14,0.875827815
112,93,685,622,24802.59456,12,0.910614525
124,94,632,759,17424.02814,18,0.900561347
66,82,361,877,21363.76051,10,0.913272011
64,78,366,584,21363.76051,9,0.917098446
64,78,366,1803,21363.76051,9,0.917098446
123,92,582,1158,25801.91421,16,0.893043478
119,92,518,952,25801.91421,15,0.886558627
71,111,297,760,9459.775182,6,0.87366548
95,83,465,1034,26965.18256,16,0.901452282
105,88,589,1127,26965.18256,18,0.910941476
110,91,540,1260,19830.94336,15,0.901873327
110,91,540,822,19830.94336,15,0.901873327
106,89,536,964,19830.94336,15,0.90544157
110,91,540,822,19830.94336,15,0.901873327
87,92,455,989,19830.94336,14,0.909185804
40,74,206,1974,18280.3043,3,0.905660377
32,44,139,846,18280.3043,2,0.895765472
101,105,651,511,18323.99703,9,0.916735367
91,129,361,778,21161.56927,6,0.866372981
52,97,171,1176,21161.56927,4,0.849710983
89,133,363,641,21161.56927,7,0.86892489
53,86,152,935,17177.67758,5,0.833333333
43,101,153,1587,17177.67758,4,0.849122807
135,110,543,353,21882.43152,7,0.886744966
156,117,583,349,40842.28185,7,0.871180842
138,115,499,1647,40842.28185,8,0.869565217
119,99,440,1162,40842.28185,5,0.873269436
159,114,587,575,40842.28185,8,0.870521173
72,100,241,2763,23473.54378,12,0.850931677
77,100,242,823,23473.54378,14,0.846613546
97,107,347,2463,23473.54378,11,0.869798658
91,106,295,823,23473.54378,12,0.8544
103,89,294,617,23473.54378,13,0.814748201
72,100,230,704,14789.86016,15,0.851546392
72,100,230,503,14789.86016,15,0.851546392
87,98,255,617,14789.86016,13,0.836158192
75,97,234,761,14789.86016,13,0.844720497
87,98,255,309,14789.86016,13,0.836158192
71,52,193,145,20558.81827,4,0.802777778
67,48,183,1751,20558.81827,5,0.808571429
121,69,376,3552,23678.72266,6,0.834924966
236,94,875,373,23678.72266,15,0.867117117
200,86,723,3083,15255.92453,12,0.859550562
187,88,705,2821,15255.92453,12,0.864296081
212,88,776,524,15255.92453,12,0.862516213
75,96,520,2675,34583.80004,6,0.921135647
261,105,983,999,32208.65205,19,0.869955157
265,108,997,1539,32208.65205,18,0.870415648
257,105,964,1228,32208.65205,20,0.868810618
172,84,651,1189,17767.94461,10,0.862289832
162,78,645,789,17767.94461,9,0.86797066
162,78,645,516,17767.94461,9,0.86797066
97,106,281,671,15324.43426,13,0.829225352
88,91,498,4959,15324.43426,11,0.906680806
69,75,299,1063,17208.28579,6,0.883248731
196,112,705,1439,13899.34926,18,0.860894251
76,44,332,392,18611.15588,3,0.87955626
177,95,740,6742,47945.47016,18,0.882548109
153,92,619,469,47945.47016,15,0.882488479
148,90,559,580,47945.47016,18,0.876254181
260,102,990,773,47945.47016,20,0.871095687
148,90,559,580,47945.47016,18,0.876254181
186,96,747,798,47945.47016,18,0.876821192
260,102,993,1998,47945.47016,20,0.871604938
153,98,643,838,47945.47016,15,0.886075949
94,85,255,1122,32168.18916,13,0.827522936
122,102,352,5126,32168.18916,12,0.828651685
172,114,674,1344,41420.82633,9,0.877318117
117,105,439,1220,41420.82633,9,0.872687704
169,122,650,959,41420.82633,8,0.875552283
94,105,333,905,41420.82633,11,0.865905849
174,107,660,642,41420.82633,9,0.874368231
129,109,497,1230,41420.82633,8,0.877492877
163,118,603,767,41420.82633,7,0.870015949
199,107,1096,446,31725.04397,18,0.903115871
208,108,1135,793,31725.04397,14,0.901979265
201,108,1086,1427,31725.04397,18,0.901518863
105,68,342,1101,27511.30988,6,0.83490566
98,64,321,551,27511.30988,6,0.834179357
160,82,643,932,21602.06247,4,0.867549669
86,67,330,496,21602.06247,2,0.855218855
247,112,1276,621,39161.33257,15,0.89814433
66,53,330,1403,21672.20931,8,0.886597938
71,67,334,800,21672.20931,9,0.881666667
138,78,740,3389,21672.20931,13,0.901287554
170,102,965,103,21672.20931,14,0.905555556
121,102,608,1941,21740.24438,7,0.894138233
129,97,632,589,21740.24438,6,0.890955199
122,97,616,666,21740.24438,7,0.894645941
151,106,846,243,11706.96044,7,0.903080873
80,63,434,873,11706.96044,9,0.899117276
118,80,608,953,13732.39908,10,0.897835498
34,52,146,2092,60829.6861,7,0.896341463
37,60,152,1854,60829.6861,9,0.891812865
36,66,169,2297,60829.6861,9,0.90296496
21,39,89,2032,60829.6861,7,0.884615385
34,52,146,1848,60829.6861,7,0.896341463
34,35,141,2051,60829.6861,6,0.894080997
38,38,149,2075,60829.6861,6,0.884146341
34,52,146,2328,60829.6861,7,0.896341463
33,54,145,248,60829.6861,7,0.899390244
170,125,852,668,23417.87961,6,0.894606324
159,130,915,1465,23417.87961,9,0.907180385
158,118,943,1102,23417.87961,10,0.908986175
204,115,1016,1098,39979.50338,13,0.893860562
242,123,1267,1799,39979.50338,16,0.898829431
220,118,1023,868,39979.50338,8,0.88688946
22,76,89,940,15454.65234,9,0.892156863
126,129,425,1555,15454.65234,22,0.88869258
86,126,264,353,15454.65234,21,0.884408602
126,88,423,1112,20961.26048,8,0.855338691
111,70,380,3353,20961.26048,9,0.860902256
123,74,411,843,20961.26048,8,0.85495283
118,77,397,1118,20961.26048,9,0.858513189
108,56,377,1154,20961.26048,10,0.862068966
106,48,372,1153,20961.26048,8,0.862694301
123,98,458,774,22599.954,7,0.861952862
126,105,452,888,22599.954,8,0.860773481
126,105,452,1531,22599.954,8,0.860773481
119,91,534,2461,7156.31802,4,0.878818737
119,91,534,2849,7156.31802,4,0.878818737
152,99,653,3385,7156.31802,4,0.880877743
119,91,534,2870,7156.31802,4,0.878818737
120,111,510,1783,17611.706,7,0.876670092
140,107,638,1201,17611.706,4,0.88372093
81,91,366,612,13650.7702,7,0.88718663
156,113,815,1325,32931.6198,9,0.897165458
199,135,567,1744,44978.79125,23,0.871530019
189,136,538,2882,44978.79125,21,0.872037915
226,146,658,208,44978.79125,28,0.880738786
197,137,569,2075,44978.79125,22,0.872903226
102,82,382,1283,44978.79125,9,0.856540084
189,139,559,837,44978.79125,23,0.877985797
287,130,1876,2558,64012.98508,33,0.92080574
108,102,510,2281,34418.83947,9,0.889570552
96,87,475,943,34418.83947,10,0.897545358
245,107,1006,1296,32364.83017,16,0.879429134
213,94,849,1233,32364.83017,12,0.878146453
237,102,988,982,32364.83017,16,0.881381381
216,106,999,1060,32364.83017,18,0.879262158
242,111,988,714,32364.83017,19,0.880552813
227,104,936,2693,32364.83017,15,0.882505176
191,76,807,1494,32364.83017,7,0.885147324
295,105,1398,1628,23689.09175,27,0.883399209
283,107,1345,349,23689.09175,31,0.883825944
283,107,1345,306,23689.09175,31,0.883825944
315,147,1519,3019,23689.09175,36,0.885078439
290,114,1368,1235,23689.09175,30,0.883158743
280,96,1288,857,23689.09175,30,0.880085653
288,103,1338,1761,23689.09175,30,0.881870386
280,96,1289,907,23689.09175,30,0.879982855
317,143,1740,1360,16952.0564,32,0.89971528
123,68,564,874,16952.0564,6,0.887362637
176,87,1038,1499,16952.0564,5,0.900396152
131,61,700,2155,26465.70576,4,0.903249631
163,55,907,1296,26465.70576,8,0.907438955
157,54,858,648,26465.70576,8,0.906436234
147,68,755,1413,26465.70576,6,0.900203666
133,72,730,1539,19314.25885,6,0.906732118
113,94,664,723,18817.68998,3,0.912130638
107,88,462,1457,33645.9877,7,0.875436554
107,88,462,1334,33645.9877,7,0.875436554
98,91,439,641,33645.9877,5,0.88004896
98,74,471,626,33645.9877,8,0.895522388
96,74,472,624,33645.9877,8,0.898734177
98,82,663,984,52514.0342,7,0.917922948
103,82,674,2047,52514.0342,8,0.915918367
94,79,625,771,52514.0342,7,0.91651865
83,82,530,3069,52514.0342,6,0.911229947
43,61,269,1044,52514.0342,4,0.903587444
93,82,664,814,52514.0342,8,0.920783646
111,76,684,1157,52514.0342,9,0.910266774
94,90,638,5680,52514.0342,8,0.916666667
104,84,685,2917,52514.0342,9,0.915652879
55,71,369,1679,52514.0342,5,0.913522013
97,83,658,2303,52514.0342,7,0.917164816
36,63,178,1116,52514.0342,4,0.886792453
95,86,614,1657,52514.0342,8,0.913714805
34,55,157,2706,52514.0342,3,0.877697842
43,61,269,1106,52514.0342,4,0.903587444
215,139,893,1645,17389.64383,22,0.88459474
216,138,880,1348,17389.64383,20,0.885471898
224,137,901,542,17389.64383,20,0.884117951
214,131,890,2489,17389.64383,18,0.887781856
210,127,885,1672,17389.64383,16,0.889994762
346,152,1963,3518,25660.57992,37,0.90362117
390,152,2593,1495,25660.57992,38,0.91794656
349,145,2551,1840,25660.57992,23,0.923414527
391,153,2775,2220,25660.57992,31,0.922297297
219,57,1683,892,25660.57992,9,0.925963489
394,151,2578,1446,25660.57992,38,0.916348195
183,43,1403,1666,25660.57992,5,0.923558897
169,97,597,1107,37557.40959,21,0.87109077
209,114,660,1125,37557.40959,9,0.863843648
208,97,776,1088,26523.12241,9,0.845811712
198,98,660,848,26523.12241,8,0.842105263
202,85,796,1555,26523.12241,18,0.848802395
202,85,796,777,26523.12241,18,0.848802395
207,90,785,2313,26523.12241,12,0.847457627
219,103,856,1617,26523.12241,16,0.849587912
159,72,831,984,54430.05005,20,0.898532227
179,78,872,1074,54430.05005,18,0.891515152
151,71,797,800,54430.05005,19,0.898725687
69,63,353,1026,19790.66068,6,0.898678414
110,65,540,1100,19790.66068,7,0.894837476
100,57,533,733,16583.60086,10,0.904852521
123,73,559,953,16804.03666,10,0.880929332
114,61,519,1748,16804.03666,11,0.880252101
177,67,875,1100,16804.03666,19,0.891076923
139,66,751,541,13340.90472,7,0.9125236
113,68,689,1018,13340.90472,8,0.915482423
126,67,690,755,13340.90472,7,0.914051842
132,59,761,800,10160.0401,6,0.91522158
102,85,581,1240,4120.47823,6,0.903591682
90,80,423,752,4120.47823,4,0.882506527
109,79,555,483,4120.47823,4,0.892185955
103,77,569,661,4120.47823,5,0.903828198
71,61,379,893,15513.83069,4,0.901798064
73,63,468,1250,15513.83069,4,0.918617614
77,70,448,839,15513.83069,4,0.906892382
72,67,441,672,15513.83069,4,0.912938331
139,81,729,1871,18042.05803,14,0.894135567
137,79,705,605,18042.05803,13,0.89187056
162,95,785,834,18042.05803,14,0.889344262
140,69,709,892,18042.05803,15,0.889937107
130,73,651,1210,12830.53078,16,0.89379085
133,72,657,2249,12830.53078,17,0.892220421
140,70,717,2348,12830.53078,17,0.895600298
120,73,533,886,12830.53078,9,0.886792453
122,72,544,1069,12830.53078,9,0.886932345
138,76,582,953,12830.53078,8,0.880519481
37,55,190,2427,37988.80625,2,0.87987013
147,57,817,737,37988.80625,9,0.908296943
118,81,608,1220,37988.80625,7,0.890942699
118,81,608,1219,37988.80625,7,0.890942699
51,80,258,1237,37988.80625,3,0.884353741
118,81,608,1063,37988.80625,7,0.890942699
52,83,262,1878,37988.80625,3,0.885714286
162,77,910,694,17427.77924,24,0.905041032
156,90,747,1269,17427.77924,13,0.888571429
83,58,346,725,17427.77924,8,0.871715611
101,88,487,1963,17427.77924,9,0.883774453
81,81,307,1094,20349.01489,6,0.866336634
108,88,497,1286,20349.01489,10,0.875144509
93,83,316,520,20349.01489,7,0.852146264
100,90,473,1187,20349.01489,11,0.880095923
68,41,229,1345,36488.39097,15,0.834146341
69,43,242,1229,36488.39097,17,0.842465753
173,86,970,1781,30970.59425,16,0.904788112
181,76,957,1985,30970.59425,18,0.89882616
145,105,810,975,30970.59425,11,0.908169728
63,54,362,1023,29256.84287,8,0.916111851
82,64,462,621,29256.84287,13,0.913043478
94,105,570,1104,21563.97656,14,0.92192691
104,104,637,1450,21563.97656,15,0.922272048
94,107,515,1370,42257.62962,17,0.911404336
91,113,515,1037,42257.62962,12,0.913825758
92,104,532,1675,42257.62962,15,0.9164396
89,72,556,758,24634.25263,15,0.926018288
94,69,477,774,19520.16563,15,0.901260504
92,65,460,1885,19520.16563,15,0.899782135
93,68,698,1121,19040.65528,12,0.933523946
93,69,680,4763,19040.65528,13,0.932997118
102,70,717,2007,19040.65528,13,0.930041152
88,68,633,1083,19040.65528,13,0.933181473
108,63,653,570,35286.78995,15,0.926430518
74,79,550,1966,35286.78995,10,0.944652206
75,75,566,1712,35286.78995,10,0.944690265
51,72,454,1489,35286.78995,7,0.956816257
97,74,507,1507,35286.78995,17,0.9086629
92,80,656,2046,35286.78995,11,0.938337802
93,77,669,1865,35286.78995,11,0.938976378
86,82,617,1791,35286.78995,12,0.938877043
94,72,691,1764,35286.78995,12,0.94035533
59,76,488,1926,35286.78995,7,0.952610442
93,83,662,1099,35286.78995,12,0.938082557
92,78,691,2083,35286.78995,11,0.941326531
42,63,293,1247,35041.84366,2,0.936459909
40,84,326,1746,35041.84366,3,0.947780679
40,77,310,2036,35041.84366,1,0.949874687
65,90,443,1848,30733.40349,4,0.935707221
34,71,270,7987,30733.40349,0,0.949778434
46,77,298,1811,30733.40349,1,0.936022253
43,78,280,1542,30733.40349,1,0.935532234
39,76,279,1495,30733.40349,0,0.942815249
37,72,288,1720,30733.40349,0,0.949728261
37,72,288,1545,30733.40349,0,0.949728261
55,86,388,776,30733.40349,4,0.937853107
43,72,307,1794,30733.40349,0,0.947496947
55,78,375,1044,30733.40349,4,0.935822637
84,91,533,1660,30733.40349,4,0.931928687
47,76,293,3954,30733.40349,1,0.932664756
103,84,587,337,27407.09329,10,0.917534027
116,78,670,1247,44660.5002,6,0.920055134
138,94,782,656,44660.5002,10,0.91810089
91,81,646,2374,32537.41686,14,0.938430311
93,80,663,676,32537.41686,14,0.93893631
123,95,892,715,32537.41686,23,0.935365213
101,85,750,1147,32537.41686,19,0.939339339
97,86,687,1014,32537.41686,16,0.938334393
112,83,469,686,33390.6679,8,0.89178744
152,57,626,601,15474.29086,10,0.866197183
152,57,626,599,15474.29086,10,0.866197183
63,59,393,583,15474.29086,6,0.920454545
242,123,1574,722,48294.13887,26,0.926376635
242,123,1574,696,48294.13887,26,0.926376635
244,122,1522,2729,48294.13887,18,0.917119565
242,123,1574,1544,48294.13887,26,0.926376635
219,100,1166,888,18022.5886,23,0.910830619
215,101,1276,1575,18022.5886,20,0.917592947
224,98,1170,1550,18022.5886,23,0.908906059
215,96,1268,1029,18022.5886,21,0.917148362
133,93,668,1012,34152.22118,18,0.901917404
141,111,652,710,34152.22118,16,0.901605024
146,101,705,307,34152.22118,18,0.904575163
146,101,705,307,34152.22118,18,0.904575163
149,101,517,211,21773.75122,9,0.848423194
149,67,599,1212,21773.75122,6,0.861395349
149,66,597,1073,21773.75122,6,0.860486891
144,91,624,643,21773.75122,9,0.867889908
137,63,549,1372,21773.75122,7,0.858762887
138,64,566,282,21773.75122,7,0.862
138,64,566,224,21773.75122,7,0.862
138,64,566,224,21773.75122,7,0.862
138,64,566,282,21773.75122,7,0.862
146,93,626,1210,21773.75122,9,0.865685373
146,93,626,628,21773.75122,9,0.865685373
80,84,347,613,14704.12308,7,0.870967742
47,31,198,786,15749.29261,1,0.870523416
70,40,290,1260,15749.29261,3,0.868421053
31,30,163,704,15749.29261,1,0.889679715
90,71,413,813,14314.37103,6,0.883870968
45,65,131,868,20804.24647,3,0.811715481
43,61,115,696,20804.24647,3,0.792270531
172,93,927,3398,34851.63155,23,0.90712743
149,90,763,1029,34851.63155,20,0.901455026
117,101,530,280,27915.81412,7,0.881578947
103,102,486,844,27915.81412,8,0.888768898
145,104,678,542,27915.81412,9,0.886541471
95,99,431,1939,27915.81412,7,0.883863081
135,117,614,704,27915.81412,12,0.883015598
135,109,627,584,27915.81412,9,0.884318766
93,70,366,820,47422.94108,6,0.863836018
65,55,234,468,47422.94108,1,0.842995169
144,88,615,867,47422.94108,7,0.875108413
65,85,205,720,47422.94108,3,0.823848238
104,70,414,731,47422.94108,6,0.866666667
80,66,334,1143,47422.94108,3,0.870759289
27,39,96,1628,47422.94108,1,0.845714286
