경쟁자 수,교육 수,교통 수,버퍼내폐업비율,인허가 영업,인허가 폐업,임대료,집객시설 수,타업종경쟁자
179,141,79,0.368421053,1116,651,2545,14,1588
178,138,78,0.367487121,1105,642,909,15,1569
179,141,79,0.368421053,1116,651,1802,14,1588
176,170,71,0.354178511,1136,623,3533,16,1583
179,169,70,0.362334802,1158,658,2727,13,1637
179,161,74,0.367446924,1162,675,3553,16,1658
180,168,75,0.363134658,1154,658,6694,14,1632
179,160,75,0.368134856,1162,677,1636,14,1660
175,170,75,0.359683794,1134,637,7328,13,1596
175,170,73,0.357425184,1138,633,4436,17,1596
177,177,70,0.352402746,1132,616,1305,13,1571
176,170,71,0.354178511,1136,623,11273,13,1583
180,157,76,0.366937669,1168,677,5953,13,1665
180,135,77,0.371260684,1177,695,1045,13,1692
118,143,114,0.449711723,859,702,1093,15,1443
136,213,169,0.459222083,862,732,1927,14,1458
193,212,76,0.523743017,341,375,8274,14,523
200,150,82,0.537921348,329,383,6422,12,512
83,522,58,0.533834586,496,568,4145,15,981
100,568,64,0.544274809,597,713,2566,18,1210
83,522,58,0.533834586,496,568,17388,14,981
44,771,49,0.557251908,232,292,953,14,480
153,120,68,0.496565934,733,723,526,14,1303
93,202,91,0.50960452,434,451,2016,10,792
61,173,83,0.512908778,283,298,896,6,520
100,192,61,0.527302813,857,956,874,9,1713
82,210,67,0.463449255,756,653,2599,7,1327
86,201,77,0.476589797,749,682,835,7,1345
90,178,89,0.460294118,734,626,1273,9,1270
92,176,98,0.461420932,705,604,3036,7,1217
365,1275,53,0.495365006,871,855,11038,31,1361
512,286,123,0.525480623,1555,1722,916,19,2765
754,289,136,0.54459672,2027,2424,3264,17,3697
653,279,127,0.529177057,1888,2122,1416,18,3357
579,216,123,0.547030334,1777,2146,2080,17,3344
650,340,142,0.544145105,1709,2040,3104,19,3099
129,165,57,0.4341133,919,705,3338,15,1495
141,167,70,0.440202134,997,784,3362,16,1640
147,184,72,0.439272338,1048,821,797,19,1722
135,165,68,0.438340152,961,750,1144,15,1576
250,117,65,0.387129724,1200,758,7154,12,1708
250,117,65,0.387129724,1200,758,3897,12,1708
250,117,65,0.387129724,1200,758,13907,16,1708
249,113,57,0.385866802,1208,759,669,14,1718
250,117,65,0.387129724,1200,758,14906,12,1708
249,113,57,0.385866802,1208,759,4377,15,1718
249,113,57,0.385866802,1208,759,3413,15,1718
249,113,57,0.385866802,1208,759,2232,20,1718
249,113,57,0.385866802,1208,759,2470,16,1718
249,113,57,0.385866802,1208,759,2637,14,1718
249,113,57,0.385866802,1208,759,968,14,1718
249,113,57,0.385866802,1208,759,838,14,1718
249,113,57,0.385866802,1208,759,6181,14,1718
249,113,57,0.385866802,1208,759,1846,14,1718
249,113,57,0.385866802,1208,759,883,14,1718
249,113,57,0.385866802,1208,759,1579,14,1718
249,113,57,0.385866802,1208,759,2530,14,1718
272,161,86,0.480113636,915,845,3806,11,1488
269,138,82,0.486049107,921,871,3228,18,1523
271,145,87,0.485458613,920,868,1258,10,1517
271,160,87,0.482485876,916,854,7980,10,1499
265,172,88,0.486674392,886,840,5045,9,1461
268,168,87,0.484813754,899,846,4288,9,1477
259,176,85,0.484045756,857,804,1549,11,1402
266,176,90,0.484883721,886,834,1834,10,1454
267,166,87,0.490207373,885,851,4752,11,1469
249,183,85,0.484529703,833,783,4898,10,1367
201,297,57,0.474807081,1157,1046,8682,18,2002
207,297,60,0.470892019,1127,1003,1183,16,1923
206,299,55,0.476103778,1151,1046,1183,17,1991
206,292,58,0.471654275,1137,1015,1425,17,1946
251,254,65,0.47593819,1187,1078,3929,25,2014
195,294,50,0.474043716,1155,1041,4710,11,2001
202,308,54,0.473123262,1137,1021,2200,15,1956
249,291,56,0.483438486,1310,1226,1709,24,2287
250,292,58,0.480738994,1321,1223,1419,24,2294
246,299,56,0.482854864,1297,1211,3560,19,2262
238,312,55,0.483064516,1282,1198,986,17,2242
72,176,89,0.490839695,667,643,1300,12,1238
76,178,81,0.489477257,752,721,945,17,1397
828,393,72,0.491907668,1915,1854,8774,60,2941
834,362,70,0.495883134,1898,1867,5684,57,2931
813,519,74,0.491837809,1930,1868,9691,52,2985
772,626,75,0.502224694,1790,1806,6109,50,2824
819,395,70,0.493694661,1887,1840,1216,55,2908
139,146,92,0.479351032,706,650,2137,18,1217
139,146,92,0.479351032,706,650,5625,19,1217
145,202,103,0.482077542,708,659,9864,17,1222
168,190,79,0.497083603,776,767,2885,15,1375
166,149,73,0.491770902,772,747,3282,20,1353
1404,378,51,0.504702194,1738,1771,1462,253,2105
1464,470,59,0.506256801,1815,1861,4025,317,2212
1502,452,61,0.503254361,1908,1933,3650,307,2339
1511,465,61,0.504670472,1909,1945,4277,306,2343
1536,464,57,0.506727596,1943,1996,1223,286,2403
1486,478,63,0.504253057,1865,1897,6651,309,2276
1394,426,58,0.505844535,1691,1731,2610,307,2028
1475,415,56,0.503205128,1860,1884,20877,286,2269
1436,351,54,0.506200055,1792,1837,4710,242,2193
1404,378,51,0.504702194,1738,1771,2126,254,2105
1361,396,59,0.505580694,1639,1676,14036,295,1954
1508,463,59,0.505181347,1910,1950,2650,289,2352
1458,333,55,0.505291723,1823,1862,2718,237,2227
1373,427,58,0.505681818,1653,1691,2157,308,1971
1407,425,58,0.502155792,1732,1747,7519,308,2072
1527,466,59,0.505362615,1937,1979,3711,290,2389
1457,437,58,0.502316708,1826,1843,6054,302,2212
1305,402,51,0.508919883,1514,1569,3530,309,1778
1377,447,54,0.509985097,1644,1711,6391,307,1978
1326,380,56,0.506321113,1562,1602,21672,267,1838
1275,395,50,0.512811868,1445,1521,8705,306,1691
1433,453,60,0.509217877,1757,1823,1957,312,2147
1375,449,53,0.51010101,1649,1717,5158,312,1991
1341,412,54,0.507495315,1577,1625,2447,306,1861
1387,452,58,0.508374963,1673,1730,3947,316,2016
1334,431,55,0.510267579,1574,1640,9378,311,1880
1265,401,44,0.510723861,1460,1524,2561,300,1719
1387,457,56,0.508920737,1679,1740,2691,313,2032
1413,458,57,0.508455145,1715,1774,2504,317,2076
1346,415,55,0.507931571,1582,1633,4202,305,1869
1415,467,57,0.506946413,1739,1788,1081,320,2112
1379,452,53,0.509209745,1652,1714,3790,310,1987
1349,437,56,0.507050889,1608,1654,6354,312,1913
1311,380,53,0.508709677,1523,1577,6508,302,1789
1459,475,63,0.503939147,1826,1855,14448,311,2222
1243,368,49,0.509039348,1385,1436,8170,298,1578
1453,470,58,0.504787962,1810,1845,2691,311,2202
1305,402,51,0.508919883,1514,1569,6565,309,1778
1292,368,51,0.508840864,1500,1554,2447,243,1762
1352,419,56,0.50719755,1609,1656,10503,301,1913
1254,385,47,0.512328767,1424,1496,5219,297,1666
1391,456,57,0.508598076,1686,1745,3670,316,2040
1415,467,57,0.506946413,1739,1788,1614,318,2112
1357,419,57,0.50623669,1623,1664,5188,306,1930
1459,475,63,0.503939147,1826,1855,3569,309,2222
1352,419,56,0.50719755,1609,1656,7684,308,1913
1433,468,58,0.505699194,1778,1819,6926,315,2164
1303,412,52,0.513009958,1516,1597,9368,307,1810
1359,442,54,0.509981851,1620,1686,3874,307,1947
1330,431,52,0.510730949,1573,1642,1443,308,1885
1343,414,56,0.507434944,1590,1638,1631,304,1885
1260,359,50,0.508185301,1412,1459,8040,291,1611
1392,435,57,0.508350425,1678,1735,10888,312,2021
1405,456,58,0.507462687,1716,1768,5273,316,2079
1341,412,54,0.507495315,1577,1625,3596,306,1861
1277,356,52,0.511184211,1486,1554,6116,207,1763
1262,325,49,0.514028056,1455,1539,4244,185,1732
1336,269,52,0.513944223,1586,1677,22696,171,1927
1277,356,52,0.511184211,1486,1554,5180,205,1763
1304,341,52,0.509566327,1538,1598,6289,198,1832
1238,237,47,0.517277856,1369,1467,3580,169,1598
1380,384,54,0.504265961,1685,1714,3126,252,2019
1287,357,52,0.509304603,1503,1560,6302,204,1776
1336,269,52,0.513944223,1586,1677,19447,173,1927
1262,325,49,0.514028056,1455,1539,4848,187,1732
1263,338,50,0.51298269,1463,1541,6914,194,1741
1256,364,49,0.511737089,1456,1526,3924,211,1726
1312,343,52,0.508694278,1554,1609,7379,200,1851
1292,357,51,0.509026435,1523,1579,3168,205,1810
1265,333,50,0.512965426,1465,1543,5621,189,1743
1313,346,51,0.509481669,1552,1612,7226,204,1851
1336,269,52,0.513944223,1586,1677,16146,171,1927
1273,354,53,0.511889036,1478,1550,6609,203,1755
1282,320,51,0.512845528,1498,1577,11771,189,1793
1261,276,47,0.515141319,1441,1531,7873,178,1711
1379,358,50,0.507642563,1675,1727,4377,204,2023
247,244,105,0.486322188,1014,960,5047,38,1727
227,266,100,0.49449397,964,943,2276,38,1680
238,228,98,0.494321255,935,914,11623,35,1611
251,213,97,0.489416624,989,948,5202,36,1686
236,225,98,0.494541485,926,906,9342,35,1596
242,243,104,0.48647269,1006,953,3312,40,1717
232,231,87,0.490207051,911,876,4289,38,1555
144,126,57,0.582899628,561,784,871,7,1201
137,17,45,0.366438356,740,428,30251,20,1031
124,18,46,0.378669276,635,387,2227,12,898
120,16,42,0.369230769,615,360,1657,12,855
40,102,61,0.470930233,364,324,946,9,648
1358,501,44,0.513368984,1638,1728,3813,278,2008
1358,501,44,0.513368984,1638,1728,1492,278,2008
1358,501,44,0.513368984,1638,1728,3372,277,2008
1358,501,44,0.513368984,1638,1728,31148,278,2008
1358,501,44,0.513368984,1638,1728,32761,278,2008
1358,501,44,0.513368984,1638,1728,6849,279,2008
1319,502,49,0.497948417,1713,1699,1386,284,2093
1352,498,51,0.499289974,1763,1758,4078,284,2169
1308,499,52,0.49912892,1725,1719,4027,284,2136
1102,457,57,0.495713411,1647,1619,1568,238,2164
1504,419,51,0.492086331,2118,2052,9528,268,2666
1192,477,55,0.492134164,1711,1658,2426,270,2177
1092,459,56,0.491402715,1686,1629,1399,230,2223
1210,476,55,0.49339595,1726,1681,2775,269,2197
1709,510,56,0.507760019,2125,2192,4037,284,2608
1555,417,53,0.492271663,2168,2102,5318,274,2715
1674,528,53,0.512771084,2022,2128,1223,297,2476
82,78,131,0.541207748,1208,1425,455,16,2551
59,105,105,0.547428032,959,1160,1129,19,2060
74,95,114,0.548053024,1091,1323,3429,13,2340
1232,496,43,0.512929624,1488,1567,1076,275,1823
1264,515,38,0.513060303,1510,1591,1142,261,1837
1056,493,34,0.508152174,1267,1309,678,254,1520
129,204,67,0.521776628,1109,1210,825,16,2190
639,480,76,0.501876877,1327,1337,4033,56,2025
699,427,72,0.505997819,1359,1392,844,55,2052
699,427,72,0.505997819,1359,1392,844,56,2052
234,108,74,0.49449619,597,584,1981,6,947
211,91,64,0.506861848,539,554,873,9,882
234,108,74,0.49449619,597,584,1559,8,947
219,91,64,0.496035242,572,563,1038,6,916
218,90,64,0.501814882,549,553,2875,6,884
98,572,76,0.532626882,838,955,2304,18,1695
45,290,54,0.316030534,448,207,1711,7,610
46,299,58,0.310136157,456,205,1449,12,615
241,219,74,0.510859301,1036,1082,629,13,1877
241,203,76,0.509569378,1025,1065,959,13,1849
241,219,74,0.510859301,1036,1082,565,13,1877
267,190,80,0.514538559,1152,1221,3978,13,2106
265,218,81,0.51607445,1144,1220,3098,13,2099
253,299,87,0.514285714,1088,1152,794,13,1987
253,299,87,0.514285714,1088,1152,719,15,1987
706,263,147,0.566167736,1826,2383,4396,24,3503
695,254,135,0.566160521,1800,2349,6711,26,3454
887,242,49,0.515632516,1007,1072,10972,119,1192
1101,200,45,0.520917136,1191,1295,5089,133,1385
917,242,49,0.519419747,1027,1110,3857,126,1220
1012,170,40,0.520119863,1121,1215,3676,127,1324
566,264,128,0.524059223,1543,1699,3618,21,2676
576,314,134,0.541450777,1593,1881,1570,19,2898
629,267,140,0.519944979,1745,1890,2225,22,3006
591,321,138,0.538977368,1650,1929,2935,20,2988
511,273,123,0.530912659,1434,1623,3629,21,2546
627,278,134,0.526117394,1760,1954,1893,23,3087
516,264,124,0.526573199,1452,1615,1543,21,2551
476,254,126,0.52627866,1343,1492,1513,19,2359
640,274,141,0.5194452,1767,1910,2247,23,3037
495,269,123,0.533717384,1376,1575,3043,19,2456
581,282,127,0.531444759,1654,1876,3632,24,2949
507,256,125,0.523329977,1420,1559,2458,19,2472
623,275,137,0.523977242,1757,1934,1592,24,3068
474,270,127,0.533191338,1315,1502,1579,17,2343
492,258,124,0.525938567,1389,1541,1867,24,2438
554,287,124,0.533352924,1588,1815,2357,21,2849
601,268,129,0.519585253,1668,1804,1553,21,2871
554,263,128,0.525023314,1528,1689,1592,21,2663
499,262,123,0.526403743,1417,1575,2639,20,2493
479,273,126,0.533566434,1334,1526,3386,17,2381
448,253,124,0.522495274,1263,1382,1929,17,2197
550,301,123,0.535908268,1538,1776,3226,20,2764
402,238,112,0.501122586,1111,1116,7631,20,1825
315,167,117,0.507394187,966,995,2895,12,1646
388,242,113,0.506067416,1099,1126,1619,19,1837
420,274,123,0.525325615,1312,1452,2579,16,2344
447,279,120,0.525809897,1332,1477,1626,16,2362
221,240,95,0.495726496,885,870,5405,36,1534
205,384,90,0.521904762,753,822,3336,35,1370
225,243,95,0.495500562,897,881,10651,37,1553
206,338,95,0.504702194,790,805,5074,35,1389
225,375,94,0.530455352,794,897,3177,33,1466
155,315,51,0.489080752,1006,963,1292,9,1814
154,311,52,0.492167761,1005,974,3921,10,1825
144,291,42,0.509327304,868,901,1971,12,1625
122,319,49,0.523111612,846,928,2602,10,1652
122,319,49,0.523111612,846,928,1301,10,1652
279,132,86,0.489682097,915,878,1192,16,1514
645,167,103,0.553420446,1743,2160,4460,14,3258
589,173,111,0.555116034,1687,2105,3263,15,3203
600,197,117,0.551522843,1767,2173,3401,16,3340
592,180,112,0.552720646,1718,2123,3833,15,3249
690,351,84,0.480622348,1836,1699,4373,68,2845
683,349,84,0.487097709,1769,1680,5018,55,2766
673,326,71,0.481673794,1697,1577,5325,46,2601
135,307,92,0.48021264,880,813,3912,20,1558
132,310,89,0.47922938,865,796,2131,18,1529
135,312,90,0.483233533,863,807,1799,12,1535
138,307,93,0.48286052,875,817,711,15,1554
151,310,104,0.455246914,1059,885,4711,27,1793
151,310,104,0.455246914,1059,885,1267,20,1793
151,276,97,0.453366584,1096,909,1432,19,1854
155,292,102,0.456262425,1094,918,1144,26,1857
735,182,72,0.505311077,1630,1665,4339,109,2560
738,201,72,0.513570567,1613,1703,13286,113,2578
735,182,72,0.505311077,1630,1665,889,108,2560
731,166,65,0.504225352,1584,1611,1065,86,2464
731,166,65,0.504225352,1584,1611,2216,86,2464
731,166,65,0.504225352,1584,1611,1782,86,2464
761,203,75,0.506180106,1678,1720,270,109,2637
749,199,64,0.504839685,1637,1669,304,91,2557
761,203,75,0.506180106,1678,1720,1167,109,2637
780,208,75,0.505311513,1723,1760,744,118,2703
749,199,64,0.504839685,1637,1669,616,90,2557
810,263,82,0.504109589,1810,1840,668,150,2840
761,203,75,0.506180106,1678,1720,539,109,2637
761,203,75,0.506180106,1678,1720,270,116,2637
755,202,64,0.502988643,1663,1683,2464,92,2591
810,263,82,0.504109589,1810,1840,531,152,2840
854,285,80,0.509655532,1879,1953,1591,197,2978
109,318,77,0.537848606,348,405,1389,13,644
118,287,83,0.525423729,448,496,1072,13,826
156,247,84,0.442307692,783,621,2130,6,1248
156,247,84,0.442307692,783,621,1664,8,1248
156,247,84,0.442307692,783,621,3327,6,1248
156,247,84,0.442307692,783,621,3327,6,1248
185,311,79,0.442902208,883,702,1122,10,1400
167,262,83,0.446527778,797,643,1419,8,1273
170,272,82,0.445280438,811,651,2046,7,1292
187,339,73,0.438166981,895,698,1635,10,1406
187,357,72,0.437301082,884,687,2240,10,1384
170,272,82,0.445280438,811,651,931,11,1292
171,294,79,0.442622951,816,648,1337,9,1293
187,357,72,0.437301082,884,687,1802,10,1384
156,360,81,0.409431138,789,547,2867,9,1180
164,364,76,0.42462845,813,600,2892,12,1249
156,360,81,0.409431138,789,547,1757,8,1180
164,364,76,0.42462845,813,600,3511,9,1249
157,360,80,0.422555318,809,592,3680,9,1244
156,360,81,0.409431138,789,547,1777,9,1180
157,360,80,0.422555318,809,592,1985,8,1244
156,360,81,0.409431138,789,547,5037,8,1180
156,360,81,0.409431138,789,547,4207,11,1180
156,360,81,0.409431138,789,547,3323,8,1180
156,360,81,0.409431138,789,547,1534,8,1180
157,360,80,0.422555318,809,592,3664,9,1244
163,368,76,0.43001443,790,596,1630,10,1223
156,360,81,0.409431138,789,547,1525,8,1180
156,360,81,0.409431138,789,547,1384,8,1180
163,368,76,0.43001443,790,596,1156,10,1223
157,360,80,0.422555318,809,592,3035,8,1244
194,119,90,0.50872211,1211,1254,1418,16,2271
181,127,98,0.504786771,1138,1160,853,14,2117
179,125,98,0.505032823,1131,1154,2335,14,2106
191,120,92,0.504118616,1204,1224,1714,16,2237
120,253,52,0.460257381,713,608,8374,13,1201
184,316,58,0.470404984,1020,906,1300,17,1742
178,329,62,0.47077748,987,878,6600,24,1687
260,121,81,0.484256243,950,892,2516,7,1582
127,51,50,0.518119491,492,529,2696,5,894
180,77,66,0.508759124,673,697,2220,5,1190
144,63,59,0.506482282,571,586,3575,3,1013
160,72,61,0.504862237,611,623,1989,4,1074
494,242,134,0.553933784,1253,1556,5060,33,2315
584,263,132,0.541887263,1471,1740,3707,37,2627
463,233,122,0.550769231,1168,1432,2039,31,2137
639,264,125,0.536369012,1568,1814,1607,39,2743
469,223,118,0.551213961,1183,1453,2307,29,2167
624,265,126,0.53829979,1537,1792,3001,39,2705
453,225,115,0.549363057,1132,1380,840,33,2059
678,270,128,0.534090909,1681,1927,1419,36,2930
544,269,137,0.545307965,1410,1691,2722,37,2557
589,265,130,0.541253102,1479,1745,2299,36,2635
475,249,131,0.553538348,1205,1494,5214,33,2224
477,267,133,0.551102941,1221,1499,3551,34,2243
477,267,133,0.551102941,1221,1499,3626,34,2243
469,249,131,0.551762941,1195,1471,1958,32,2197
529,296,141,0.554977228,1368,1706,1104,38,2545
529,296,141,0.554977228,1368,1706,1075,36,2545
505,279,139,0.552345343,1317,1625,2010,35,2437
486,322,148,0.556882022,1262,1586,2825,35,2362
599,275,133,0.545204643,1489,1785,2426,37,2675
626,291,142,0.540580135,1568,1845,7990,35,2787
546,289,141,0.552540234,1418,1751,7441,36,2623
581,272,139,0.544044665,1470,1754,297,36,2643
826,251,49,0.511737089,936,981,6528,122,1091
826,251,49,0.511737089,936,981,3978,115,1091
604,91,130,0.360728218,2458,1387,20231,93,3241
617,92,128,0.354765507,2559,1407,4218,95,3349
605,92,131,0.361809045,2413,1368,9426,101,3176
198,86,72,0.410569106,725,505,1573,11,1032
142,76,62,0.41275465,663,466,1199,7,987
52,263,120,0.477477477,696,636,531,10,1280
394,852,63,0.513815403,827,874,113707,40,1307
38,147,110,0.476744186,495,451,866,9,908
36,158,108,0.48004315,482,445,588,17,891
1329,331,52,0.498953975,1916,1908,3758,212,2495
1254,287,60,0.497375328,1915,1895,3721,180,2556
1118,238,71,0.501788695,2089,2104,2541,163,3075
1132,230,66,0.498279057,1895,1882,1068,160,2645
1346,322,56,0.495772483,1968,1935,739,212,2557
991,194,68,0.500267809,1866,1868,10857,130,2743
1480,326,52,0.493716771,2095,2043,1136,227,2658
1063,220,61,0.504040706,1657,1684,9505,113,2278
125,44,96,0.334459459,394,198,5561,82,467
63,17,67,0.329896907,130,64,4861,61,131
89,30,92,0.349431818,229,123,1761,72,263
148,70,112,0.327913279,496,242,15866,92,590
142,71,112,0.327421555,493,240,3129,90,591
135,70,109,0.330543933,480,237,3183,89,582
82,25,87,0.362711864,188,107,12253,73,213
75,23,80,0.354581673,162,89,4403,69,176
168,39,113,0.318939394,899,421,4670,29,1152
64,24,48,0.464285714,375,325,2973,5,636
64,24,48,0.464285714,375,325,5356,5,636
64,24,48,0.464285714,375,325,4689,5,636
64,24,48,0.464285714,375,325,5633,5,636
85,26,91,0.477593616,851,778,2737,5,1544
82,32,97,0.489913545,885,850,608,7,1653
118,51,151,0.520757465,1316,1430,2935,12,2628
87,22,99,0.493846154,987,963,2835,7,1863
100,37,125,0.495287061,1178,1156,2040,9,2234
53,55,96,0.47735952,958,875,1850,13,1780
102,36,118,0.49070632,1233,1188,3103,11,2319
89,27,102,0.49119171,982,948,4889,5,1841
118,55,150,0.525026624,1338,1479,3414,11,2699
94,31,127,0.501601831,1089,1096,7734,13,2091
100,38,132,0.51300813,1198,1262,1027,11,2360
111,45,154,0.52182385,1227,1339,4297,12,2455
102,36,118,0.49070632,1233,1188,2615,11,2319
107,54,151,0.521787709,1284,1401,1597,12,2578
111,45,154,0.52182385,1227,1339,10161,12,2455
111,45,154,0.52182385,1227,1339,4197,12,2455
88,39,94,0.503974563,936,951,3347,8,1799
101,36,123,0.492243187,1211,1174,2489,10,2284
82,32,97,0.489913545,885,850,581,8,1653
92,30,108,0.486676017,1098,1041,3252,12,2047
92,30,108,0.486676017,1098,1041,3395,6,2047
56,27,86,0.472367656,907,812,1806,5,1663
157,290,35,0.548551959,795,966,1575,7,1604
461,125,128,0.340542285,2043,1055,4417,113,2637
337,73,98,0.318087318,1968,918,3295,48,2549
351,84,102,0.319652174,1956,919,1483,59,2524
351,84,102,0.319652174,1956,919,1005,58,2524
276,141,40,0.497530864,407,403,1644,46,534
186,164,54,0.453891432,835,694,10084,25,1343
205,215,59,0.453333333,943,782,2619,25,1520
50,144,94,0.498989899,496,494,1369,16,940
59,147,89,0.488625124,517,494,1529,19,952
45,117,88,0.544224766,876,1046,722,12,1877
183,162,74,0.36598493,1178,680,4651,14,1675
92,148,100,0.529619182,667,751,674,9,1326
182,76,68,0.440307329,947,745,15642,4,1510
175,71,68,0.43730698,911,708,6488,7,1444
175,71,68,0.43730698,911,708,5454,7,1444
137,74,89,0.34109817,396,205,1924,39,464
137,74,89,0.34109817,396,205,2480,36,464
169,58,83,0.332855093,465,232,5242,50,528
151,55,77,0.339837398,406,209,9889,39,464
158,58,80,0.339908953,435,224,556,43,501
149,67,86,0.343653251,424,222,5625,38,497
558,122,133,0.351443124,2292,1242,3434,111,2976
113,206,94,0.533755274,1326,1518,592,28,2731
116,217,95,0.534435262,1352,1552,962,20,2788
52,202,66,0.503359805,813,824,2051,11,1585
29,149,103,0.4453125,284,228,1532,4,483
147,200,81,0.466005666,754,658,459,15,1265
168,218,81,0.464355788,819,710,3237,18,1361
147,200,81,0.466005666,754,658,448,14,1265
46,108,96,0.499184339,614,612,1289,12,1180
217,58,90,0.37618746,985,594,3315,20,1362
242,48,95,0.371809745,1083,641,2213,20,1482
117,358,44,0.545391545,656,787,1762,18,1326
167,374,41,0.548571429,790,960,1674,21,1583
117,358,44,0.545391545,656,787,1608,18,1326
785,312,146,0.551047409,2036,2499,9589,20,3750
611,34,119,0.362463806,2422,1377,4730,77,3188
79,206,99,0.513774105,706,746,1780,11,1373
95,317,106,0.526159334,797,885,1588,9,1587
49,260,113,0.480796586,730,676,2670,8,1357
76,84,107,0.472823473,1096,983,1159,13,2003
167,294,106,0.46433121,841,729,3011,13,1403
96,286,130,0.491751269,801,775,2312,27,1480
198,120,90,0.509003601,1227,1272,2189,15,2301
199,120,91,0.510969286,1226,1281,1028,15,2308
198,108,87,0.503626108,1232,1250,2361,13,2284
198,108,87,0.503626108,1232,1250,1642,13,2284
120,265,99,0.485666105,915,864,1991,12,1659
124,223,112,0.47289823,953,855,969,16,1684
119,196,104,0.473407364,901,810,4486,14,1592
119,153,104,0.5117866,787,825,2529,8,1493
118,147,98,0.512302839,773,812,3628,6,1467
49,145,113,0.487341772,1134,1078,520,14,2163
134,203,152,0.458908218,902,765,3096,14,1533
182,299,98,0.525188188,820,907,342,15,1545
204,308,98,0.520408163,893,969,1317,15,1658
182,299,98,0.525188188,820,907,599,15,1545
673,180,60,0.501068376,1401,1407,2428,79,2135
185,132,99,0.391011236,1355,870,755,25,2040
82,150,90,0.561038961,676,864,1866,9,1458
81,153,89,0.560728745,651,831,1555,8,1401
59,157,96,0.47715736,515,470,553,20,926
60,163,94,0.480532787,507,469,922,16,916
59,166,89,0.476325758,553,503,2218,15,997
43,173,119,0.472681067,415,372,1308,9,744
133,234,97,0.523391813,815,895,1089,14,1577
133,234,97,0.523391813,815,895,1075,14,1577
868,472,52,0.503016591,1318,1334,7052,196,1784
163,45,88,0.355675676,1192,658,1236,26,1687
133,318,101,0.492063492,768,744,1521,15,1379
97,243,62,0.494736842,528,517,1115,12,948
97,265,63,0.498095238,527,523,3133,12,953
97,255,60,0.496732026,539,532,2224,12,974
117,154,125,0.436541144,808,626,4122,17,1317
81,105,118,0.468534907,1081,953,1313,11,1953
59,352,94,0.549071618,510,621,2346,12,1072
59,352,94,0.549071618,510,621,7520,14,1072
61,289,93,0.538011696,553,644,650,9,1136
42,178,95,0.423809524,484,356,1374,9,798
607,34,119,0.364768212,2398,1377,11308,78,3168
496,38,117,0.378806334,2040,1244,5947,69,2788
495,38,117,0.379641089,2005,1227,6437,71,2737
180,313,96,0.528697572,854,958,792,13,1632
114,49,96,0.355472404,689,380,4990,29,955
130,133,110,0.422505308,816,597,1364,19,1283
133,165,94,0.405433111,1160,791,1082,16,1818
40,49,63,0.549155909,454,553,1505,12,967
78,168,70,0.55103179,805,988,1321,18,1715
80,163,66,0.545356951,847,1016,1019,18,1783
153,81,68,0.353846154,1008,552,4499,14,1407
52,172,102,0.452849741,528,437,1750,9,913
34,99,85,0.509127789,484,502,1995,10,952
114,471,66,0.56978233,336,445,6368,15,667
156,474,64,0.553438277,539,668,9982,16,1051
839,240,75,0.508598887,1943,2011,950,171,3115
71,191,92,0.537037037,725,841,5802,13,1495
124,196,130,0.45215311,916,756,1265,18,1548
129,249,135,0.449275362,988,806,647,17,1665
180,84,70,0.409710392,693,481,2075,9,994
55,115,87,0.493382961,1225,1193,1721,19,2363
570,130,79,0.555049787,1564,1951,2882,11,2945
570,130,79,0.555049787,1564,1951,2268,15,2945
570,130,79,0.555049787,1564,1951,3051,11,2945
570,130,79,0.555049787,1564,1951,10289,11,2945
94,244,56,0.340802988,706,365,905,16,977
79,240,51,0.332659252,660,329,1538,14,910
245,39,104,0.314017895,1610,737,3564,30,2102
227,55,112,0.306678383,1578,698,1836,33,2049
96,78,53,0.46975547,412,365,1849,4,681
156,425,66,0.444444444,745,596,1006,19,1185
144,130,106,0.448214286,1236,1004,1247,16,2096
103,125,95,0.388794567,720,458,3021,19,1075
102,128,94,0.394898857,688,449,1007,18,1035
102,128,94,0.394898857,688,449,4410,18,1035
45,94,89,0.509470934,751,780,2256,16,1486
45,270,125,0.477697842,363,332,1243,6,650
43,179,113,0.47715736,618,564,1598,15,1139
42,180,117,0.475195822,603,546,806,8,1107
581,112,101,0.352287413,2506,1363,984,76,3288
532,84,140,0.367701863,2036,1184,5957,95,2688
546,91,142,0.366291451,2083,1204,7162,99,2741
548,105,95,0.350473613,2400,1295,2537,72,3147
161,36,107,0.334987593,1072,540,4306,30,1451
185,98,87,0.372212693,1464,868,8377,28,2147
57,112,49,0.457528958,281,237,49341,12,461
78,135,42,0.527731092,562,628,1016,12,1112
78,150,46,0.527272727,572,638,1253,11,1132
227,258,63,0.472332016,1068,956,1742,25,1797
227,258,63,0.472332016,1068,956,18777,25,1797
227,258,63,0.472332016,1068,956,9114,29,1797
227,258,63,0.472332016,1068,956,12659,27,1797
227,258,63,0.472332016,1068,956,22006,30,1797
224,201,60,0.467862481,1068,939,12592,25,1783
227,258,63,0.472332016,1068,956,4182,25,1797
227,258,63,0.472332016,1068,956,16878,25,1797
712,32,54,0.44625,886,714,972,13,888
177,138,132,0.316756757,632,293,3264,39,748
259,104,138,0.342084328,827,430,1748,46,998
120,88,97,0.323135755,354,169,983,31,403
100,83,67,0.323943662,288,138,1411,26,326
100,83,67,0.323943662,288,138,1411,27,326
