경쟁자 수,교육 수,교통 수,버퍼내폐업비율,아파트 세대수,임대료,점심저녁시간대 생활인구수,집객시설 수,타업종경쟁자,타업종비율
140,36,82,0.556907037,5447,3358,52514.0342,8,1011,0.878366638
62,82,61,0.603139013,4390,1811,52514.0342,5,384,0.860986547
119,107,82,0.56684492,8243,2495,52514.0342,6,816,0.872727273
131,95,86,0.557674841,7813,2333,52514.0342,12,970,0.881017257
131,95,86,0.557674841,7813,1511,52514.0342,8,970,0.881017257
130,80,74,0.551820728,5551,2419,52514.0342,6,941,0.878618114
138,69,77,0.547217538,8630,2191,52514.0342,9,1048,0.883642496
131,95,86,0.557674841,7813,2317,52514.0342,9,970,0.881017257
131,95,86,0.557674841,7813,3371,52514.0342,8,970,0.881017257
162,254,133,0.481078279,22589,28876,17389.64383,19,1767,0.916018663
138,228,97,0.478642481,17873,804,17389.64383,13,1571,0.919251024
149,246,145,0.475678733,19731,2607,17389.64383,24,1619,0.915723982
117,174,56,0.489347537,13741,6195,17389.64383,6,1385,0.922103862
133,168,103,0.476758045,16484,2139,17389.64383,14,1545,0.920738975
154,193,130,0.461697723,17931,2026,17389.64383,20,1778,0.920289855
365,346,157,0.539877301,8078,1483,25660.57992,36,4036,0.917064304
406,343,150,0.543373241,8078,2448,25660.57992,39,4355,0.914723798
280,333,150,0.543472481,8801,1267,25660.57992,39,3481,0.925551715
262,91,53,0.58609918,5422,2816,25660.57992,7,2299,0.897696212
308,112,71,0.580226365,5203,2550,25660.57992,8,2696,0.89747004
487,326,147,0.548927477,8671,2891,25660.57992,31,4408,0.900510725
221,107,83,0.594098884,7834,1157,25660.57992,6,2287,0.911881978
231,108,85,0.59539602,7834,1534,25660.57992,8,2332,0.909871245
123,232,128,0.485576923,21608,1311,37557.40959,31,1333,0.915521978
135,284,135,0.489493201,27130,2051,37557.40959,25,1483,0.916563659
137,293,134,0.491421569,27952,5778,37557.40959,28,1495,0.916053922
81,203,96,0.560888252,24352,1621,26523.12241,11,1315,0.941977077
144,311,116,0.522959184,25929,433,26523.12241,20,1816,0.926530612
115,282,108,0.543086172,24345,2410,26523.12241,18,1382,0.923179693
70,195,90,0.582781457,23623,1555,26523.12241,13,1289,0.948491538
144,311,116,0.522959184,25929,440,26523.12241,19,1816,0.926530612
97,511,74,0.525494901,11449,1624,54430.05005,16,1570,0.941811638
43,619,60,0.493358634,11985,3577,19790.66068,6,484,0.918406072
82,220,45,0.503292568,9209,1044,16583.60086,6,981,0.922859831
81,247,57,0.507136061,11268,2419,16583.60086,10,970,0.922930542
83,235,50,0.503752345,11068,4426,16583.60086,10,983,0.922138837
82,243,54,0.514581373,10265,847,16583.60086,11,981,0.922859831
79,237,53,0.501890359,12108,2679,16583.60086,10,979,0.925330813
73,197,44,0.516293279,8507,276,16583.60086,8,909,0.925661914
57,156,61,0.492847854,3303,1368,13384.80088,9,1481,0.962938882
60,210,72,0.518606492,17635,839,13340.90472,9,1203,0.952494062
66,197,62,0.469194313,4396,541,13340.90472,5,1411,0.955314827
87,201,55,0.498249708,9829,1854,13340.90472,8,1627,0.94924154
63,167,58,0.47326853,5964,1583,10160.0401,5,1583,0.961725395
24,158,85,0.545108005,16107,924,4120.47823,12,763,0.969504447
25,145,61,0.521327014,9740,610,15513.83069,6,819,0.970379147
87,547,87,0.556962025,19443,4913,18042.05803,15,1256,0.935219657
102,653,88,0.536796537,16669,1002,18042.05803,19,1515,0.936920223
86,492,69,0.557632399,18236,1203,18042.05803,15,1198,0.933021807
86,476,69,0.558800316,15956,802,18042.05803,15,1181,0.932123125
96,686,74,0.521665251,18315,1210,12830.53078,14,1081,0.918436703
77,641,73,0.503267974,17742,2529,12830.53078,13,994,0.928104575
93,729,76,0.52991453,21338,1466,12830.53078,14,1077,0.920512821
86,656,72,0.519591141,19229,2128,12830.53078,11,1088,0.926746167
99,704,73,0.535345512,17351,1775,12830.53078,15,1160,0.921366164
75,600,73,0.503780718,17572,1671,12830.53078,10,983,0.929111531
46,179,84,0.558494405,19992,668,37988.80625,7,937,0.953204476
23,133,81,0.539944904,15452,2287,37988.80625,5,703,0.968319559
13,118,76,0.568627451,14553,1409,37988.80625,10,446,0.97167756
58,298,72,0.567049808,20911,1843,37988.80625,12,986,0.944444444
68,304,64,0.559787422,19979,2456,37988.80625,10,1061,0.939769708
53,259,81,0.561922366,19561,1451,37988.80625,7,1029,0.951016636
22,132,78,0.542735043,14660,2148,37988.80625,4,680,0.968660969
63,637,88,0.560414269,24641,2236,17427.77924,9,806,0.927502877
103,841,88,0.530505952,20144,28200,17427.77924,13,1241,0.923363095
103,841,88,0.530505952,20144,700,17427.77924,21,1241,0.923363095
66,614,63,0.519640853,23986,1103,17427.77924,10,825,0.925925926
61,460,90,0.567146283,24517,887,20349.01489,14,773,0.926858513
17,159,83,0.498188406,19025,1504,20349.01489,4,535,0.969202899
58,484,91,0.575147929,26109,635,20349.01489,10,787,0.931360947
16,140,81,0.50660066,19025,5225,20349.01489,5,590,0.97359736
34,760,48,0.553752535,16383,1329,36488.39097,16,459,0.931034483
25,676,40,0.553846154,13639,2143,36488.39097,13,365,0.935897436
107,588,78,0.542593597,10593,1838,30970.59425,20,1736,0.941942485
111,512,87,0.536294691,11460,535,30970.59425,15,1735,0.939869989
83,307,98,0.511384615,2117,1214,30970.59425,13,1542,0.948923077
113,673,80,0.53549469,13012,2316,30970.59425,19,1676,0.936836221
40,183,54,0.498993964,12181,2298,29256.84287,6,457,0.919517103
71,215,54,0.487668161,12517,1165,29256.84287,11,821,0.920403587
93,203,104,0.476083707,20365,1069,21563.97656,18,1245,0.930493274
90,202,104,0.477742448,20365,1916,21563.97656,23,1168,0.92845787
90,202,104,0.477742448,20365,1217,21563.97656,16,1168,0.92845787
66,220,68,0.475531915,14934,3581,21563.97656,13,874,0.929787234
96,199,98,0.479245283,15950,1281,21563.97656,17,1229,0.92754717
114,156,68,0.470779221,11960,2069,13790.51191,18,1426,0.925974026
102,161,82,0.462664714,11571,959,13790.51191,16,1264,0.925329429
88,155,36,0.486535009,6902,1318,13790.51191,6,1026,0.921005386
85,111,69,0.463554464,4777,788,24634.25263,15,1136,0.93038493
93,162,78,0.477438137,7890,1214,24634.25263,20,1281,0.93231441
91,120,67,0.480152672,5474,394,24634.25263,21,1219,0.930534351
83,109,83,0.461732548,2926,1624,24634.25263,13,1106,0.93019344
83,127,83,0.459057072,6029,1533,24634.25263,16,1126,0.931348222
91,120,67,0.480152672,5474,369,24634.25263,13,1219,0.930534351
73,288,69,0.472496474,9356,917,19520.16563,15,1345,0.948519041
103,113,70,0.492429704,5644,1838,19040.65528,13,1284,0.925739005
101,121,64,0.478384125,3545,1624,19040.65528,14,1310,0.928419561
112,139,69,0.466622163,9470,676,19040.65528,14,1386,0.925233645
107,127,69,0.474035608,4650,755,19040.65528,15,1241,0.920623145
137,376,80,0.439678284,9191,4644,35286.78995,10,1355,0.908176944
143,389,78,0.440688776,10123,1166,35286.78995,11,1425,0.90880102
138,402,77,0.438976378,12147,3251,35286.78995,11,1386,0.909448819
138,402,77,0.438976378,12147,2935,35286.78995,9,1386,0.909448819
134,335,78,0.396375099,10183,1956,35286.78995,7,1135,0.894405043
138,402,77,0.438976378,12147,1279,35286.78995,10,1386,0.909448819
134,364,79,0.411368736,11633,1468,35286.78995,12,1203,0.899775617
112,415,58,0.440246723,15782,628,35286.78995,13,1185,0.913646877
134,335,78,0.396375099,10183,2623,35286.78995,8,1135,0.894405043
130,364,77,0.419236417,10696,2145,35286.78995,8,1232,0.904552129
132,308,76,0.391967871,11712,1926,35286.78995,8,1113,0.893975904
138,402,77,0.438976378,12147,1645,35286.78995,10,1386,0.909448819
134,364,79,0.411368736,11633,4150,35286.78995,8,1203,0.899775617
130,364,77,0.419236417,10696,9423,35286.78995,8,1232,0.904552129
142,368,81,0.440970006,8955,2632,35286.78995,9,1425,0.909380983
15,72,62,0.466666667,4621,28737,35286.78995,2,300,0.952380952
133,380,76,0.43697479,9416,4181,35286.78995,9,1295,0.906862745
134,364,79,0.411368736,11633,2421,35286.78995,8,1203,0.899775617
130,373,75,0.41740413,11615,4693,35286.78995,8,1226,0.904129794
99,379,60,0.429889299,15579,1868,35286.78995,9,985,0.908671587
139,364,78,0.438064516,10628,2101,35286.78995,9,1411,0.910322581
139,364,78,0.438064516,10628,1431,35286.78995,17,1411,0.910322581
139,364,78,0.438064516,10628,1431,35286.78995,10,1411,0.910322581
139,386,77,0.437904269,13145,2499,35286.78995,10,1407,0.910090556
132,308,76,0.391967871,11712,2148,35286.78995,7,1113,0.893975904
50,294,69,0.422900763,11535,593,35286.78995,5,605,0.923664122
134,364,79,0.411368736,11633,1363,35286.78995,10,1203,0.899775617
125,287,72,0.384419983,13709,1475,35286.78995,7,1056,0.894157494
15,72,62,0.466666667,4621,522,35286.78995,2,300,0.952380952
132,308,76,0.391967871,11712,2355,35286.78995,7,1113,0.893975904
139,423,83,0.440745672,11708,2313,35286.78995,10,1363,0.907456724
134,364,79,0.411368736,11633,1604,35286.78995,8,1203,0.899775617
138,361,72,0.435,12436,2094,35286.78995,12,1462,0.91375
15,72,62,0.466666667,4621,548,35286.78995,2,300,0.952380952
54,125,80,0.466382979,7533,2421,35041.84366,6,1121,0.954042553
79,244,81,0.371462264,13395,2397,35041.84366,3,769,0.906839623
39,25,59,0.455790785,2938,2639,35041.84366,3,764,0.95143213
38,28,59,0.467685076,2938,8773,35041.84366,6,813,0.955346651
69,197,72,0.391304348,11339,1405,30733.40349,0,667,0.90625
60,196,71,0.398818316,11339,2107,30733.40349,0,617,0.911373708
52,199,75,0.418320611,11541,3284,30733.40349,1,603,0.920610687
49,192,68,0.411764706,10168,1960,30733.40349,1,529,0.915224913
61,147,77,0.445229682,13058,803,30733.40349,4,788,0.928150766
69,197,72,0.391304348,11339,1471,30733.40349,4,667,0.90625
69,197,72,0.391304348,11339,1611,30733.40349,0,667,0.90625
52,199,75,0.418320611,11541,3305,30733.40349,2,603,0.920610687
60,196,71,0.398818316,11339,2627,30733.40349,0,617,0.911373708
60,196,71,0.398818316,11339,4116,30733.40349,0,617,0.911373708
48,199,77,0.427432217,10594,1889,30733.40349,2,579,0.923444976
53,201,76,0.425253991,10594,3663,30733.40349,1,636,0.923076923
78,199,72,0.374847375,11130,1544,30733.40349,8,741,0.904761905
53,201,76,0.425253991,10594,4579,30733.40349,1,636,0.923076923
49,192,68,0.411764706,10168,1992,30733.40349,8,529,0.915224913
53,204,76,0.419770774,11765,2193,30733.40349,4,645,0.924068768
61,144,81,0.435520362,13199,2460,30733.40349,4,823,0.930995475
55,199,76,0.409090909,11339,2787,30733.40349,0,627,0.919354839
69,197,72,0.391304348,11339,1594,30733.40349,1,667,0.90625
53,205,79,0.422740525,10594,1160,30733.40349,1,633,0.922740525
69,197,72,0.391304348,11339,944,30733.40349,2,667,0.90625
66,163,89,0.43655303,13638,742,30733.40349,5,990,0.9375
52,199,75,0.418320611,11541,3208,30733.40349,5,603,0.920610687
46,165,85,0.464646465,11226,405,27407.09329,6,1142,0.961279461
43,73,62,0.473684211,7459,1481,27407.09329,15,831,0.950800915
46,167,86,0.458369851,12671,1052,27407.09329,6,1095,0.959684487
42,76,61,0.47546729,7459,1844,27407.09329,7,814,0.950934579
72,197,73,0.46552901,2964,4660,44660.5002,6,1393,0.950853242
68,169,65,0.47696793,3463,1288,44660.5002,14,1647,0.960349854
73,192,68,0.464878672,3134,2166,44660.5002,5,1493,0.953384419
79,179,90,0.462365591,3945,1083,44660.5002,15,1502,0.950031626
84,120,65,0.473736373,2166,1280,44660.5002,12,1934,0.958374628
70,189,79,0.46529745,2559,3923,44660.5002,6,1342,0.950424929
139,364,76,0.434161491,12185,2759,32537.41686,10,1471,0.913664596
136,390,80,0.441634241,14702,5304,32537.41686,15,1406,0.911802853
138,368,76,0.442571785,15725,658,32537.41686,10,1464,0.913857678
137,417,80,0.435897436,14400,23003,32537.41686,14,1384,0.909927679
138,368,76,0.442571785,15725,2477,32537.41686,10,1464,0.913857678
138,368,76,0.442571785,15725,1423,32537.41686,10,1464,0.913857678
133,385,82,0.438231469,14905,3264,32537.41686,11,1405,0.913524057
159,382,86,0.459531416,12946,1659,32537.41686,19,1719,0.915335463
86,199,103,0.450612833,17783,2089,33390.6679,14,1301,0.937995674
71,156,76,0.487130601,13298,1462,33390.6679,10,978,0.932316492
13,79,45,0.569212411,10290,2764,15474.29086,3,825,0.984486874
34,94,57,0.551056338,9276,1068,15474.29086,7,1102,0.970070423
14,90,41,0.576167076,11682,848,15474.29086,3,800,0.982800983
126,74,118,0.512536633,5853,975,48294.13887,15,2945,0.958971019
118,94,119,0.476635514,6923,1372,48294.13887,18,3306,0.965537383
114,93,123,0.4788561,6609,746,48294.13887,26,3173,0.965317919
124,93,106,0.496167247,7318,2367,48294.13887,11,2746,0.956794425
78,182,94,0.494584838,15239,1012,34152.22118,18,1307,0.94368231
95,167,111,0.482318271,13097,542,34152.22118,23,1941,0.953339882
28,124,69,0.552466368,17646,1168,21773.75122,12,1087,0.974887892
31,197,112,0.513204225,18527,1190,21773.75122,8,1105,0.972711268
36,141,89,0.523505976,15631,1273,20470.0025,13,1219,0.971314741
8,83,40,0.546840959,3683,731,15749.29261,3,451,0.982570806
10,85,39,0.54318618,6095,2083,15749.29261,3,511,0.980806142
4,39,41,0.491712707,2100,789,20804.24647,2,177,0.977900552
6,46,57,0.531120332,4327,87,20804.24647,3,235,0.975103734
37,179,105,0.515126738,17592,892,27915.81412,11,1186,0.969746525
37,120,100,0.526857143,10167,476,27915.81412,8,838,0.957714286
37,110,100,0.526795895,10167,865,27915.81412,9,840,0.957810718
43,161,100,0.524380496,16517,715,27915.81412,10,1208,0.965627498
18,86,58,0.560185185,5451,3802,47422.94108,4,414,0.958333333
29,121,73,0.54199683,5348,702,47422.94108,4,602,0.954041204
15,81,52,0.563218391,5538,1177,47422.94108,4,333,0.956896552
3,23,31,0.357142857,4477,3375,47422.94108,1,123,0.976190476
3,19,28,0.272727273,4477,2391,47422.94108,0,52,0.945454545
3,11,16,0.227272727,2870,3517,47422.94108,0,41,0.931818182
145,57,149,0.511989631,3299,1711,72929.04225,14,2941,0.95301361
70,26,79,0.473201693,0,1245,72929.04225,3,1348,0.950634697
132,58,138,0.528765352,3299,1245,72929.04225,13,2962,0.957336781
135,70,130,0.524111675,3299,899,34321.39937,13,3017,0.957170051
20,86,57,0.529227557,8923,1706,34321.39937,6,938,0.979123173
18,52,62,0.511363636,7847,2708,34321.39937,2,686,0.974431818
6,38,29,0.469273743,5167,1325,34321.39937,4,173,0.966480447
27,131,77,0.536793184,4688,5113,27908.211,9,1264,0.97908598
28,118,91,0.540946657,5418,1078,27908.211,12,1303,0.978963186
27,125,93,0.550940439,5418,1957,27908.211,10,1249,0.978840125
27,101,71,0.563011457,4398,2435,10163.56076,7,1195,0.977905074
205,151,71,0.395495024,9333,1864,118938.5837,11,1704,0.892613934
219,117,72,0.387162506,8284,2432,118938.5837,12,1744,0.888436067
128,84,49,0.367454068,4540,2570,118938.5837,13,1015,0.888013998
208,60,65,0.397540984,4066,7536,118938.5837,13,1744,0.893442623
128,84,49,0.367454068,4540,1139,118938.5837,13,1015,0.888013998
150,30,52,0.390564578,3817,7331,118938.5837,12,1143,0.883990719
148,34,52,0.400790514,4185,2665,118938.5837,12,1117,0.883003953
175,160,77,0.388069275,12086,2392,118938.5837,12,1384,0.887748557
173,172,83,0.392727273,10910,3806,118938.5837,13,1477,0.895151515
176,174,75,0.392,13054,2004,118938.5837,13,1449,0.891692308
198,151,69,0.384281843,10374,3635,118938.5837,14,1647,0.892682927
219,120,64,0.387162506,8564,11033,118938.5837,12,1744,0.888436067
177,158,75,0.391330891,11386,3441,118938.5837,13,1461,0.891941392
180,212,74,0.398142774,11630,1650,118938.5837,11,1543,0.89553105
146,34,51,0.381435257,4185,2145,118938.5837,14,1136,0.886115445
183,222,75,0.405895692,11630,3806,118938.5837,11,1581,0.896258503
219,112,66,0.389649924,7836,4063,118938.5837,12,1752,0.888888889
183,196,76,0.394919169,12742,2958,118938.5837,14,1549,0.894341801
185,111,53,0.383489461,9524,1862,118938.5837,13,1523,0.891686183
199,162,72,0.39766702,7794,2632,118938.5837,11,1687,0.894485684
178,183,81,0.398224852,10910,1984,118938.5837,13,1512,0.894674556
219,112,66,0.389649924,7836,4773,118938.5837,12,1752,0.888888889
173,165,79,0.398315283,11030,2094,118938.5837,13,1489,0.895908544
208,60,65,0.397540984,4066,5855,118938.5837,13,1744,0.893442623
146,34,51,0.381435257,4185,2227,118938.5837,12,1136,0.886115445
146,34,51,0.381435257,4185,2391,118938.5837,13,1136,0.886115445
219,132,61,0.38950555,8223,3189,118938.5837,12,1763,0.88950555
176,181,75,0.393584207,13059,2672,118938.5837,12,1445,0.891425046
205,151,71,0.395495024,9333,3522,118938.5837,11,1704,0.892613934
175,157,74,0.385503528,11966,5594,118938.5837,14,1384,0.887748557
219,132,61,0.38950555,8223,2306,118938.5837,11,1763,0.88950555
175,166,74,0.388712746,11966,1685,118938.5837,13,1402,0.889029803
208,60,65,0.397540984,4066,5547,118938.5837,13,1744,0.893442623
179,184,77,0.396138092,12494,2597,118938.5837,13,1530,0.895260386
173,167,79,0.39708561,11386,938,118938.5837,13,1474,0.894960534
176,170,72,0.389134555,12940,4005,118938.5837,12,1407,0.888818699
173,167,79,0.39708561,11386,1456,118938.5837,13,1474,0.894960534
219,132,61,0.38950555,8223,3684,118938.5837,11,1763,0.88950555
219,120,64,0.387162506,8564,3140,118938.5837,14,1744,0.888436067
176,174,75,0.392,13054,1990,118938.5837,15,1449,0.891692308
219,120,64,0.387162506,8564,4130,118938.5837,12,1744,0.888436067
219,120,64,0.387162506,8564,3304,118938.5837,12,1744,0.888436067
219,120,64,0.387162506,8564,13450,118938.5837,15,1744,0.888436067
208,60,65,0.397540984,4066,3201,118938.5837,13,1744,0.893442623
175,157,74,0.385503528,11966,2464,118938.5837,15,1384,0.887748557
183,222,75,0.405895692,11630,2007,118938.5837,11,1581,0.896258503
173,167,79,0.39708561,11386,2395,118938.5837,13,1474,0.894960534
105,208,86,0.409615385,14306,1279,26371.33594,12,1455,0.932692308
89,186,92,0.396837945,15460,7114,36724.34332,14,1176,0.929644269
117,212,108,0.4086629,16543,1580,36724.34332,14,1476,0.926553672
61,174,83,0.414316703,14492,714,36724.34332,15,861,0.933839479
82,179,84,0.397766323,15460,2495,36724.34332,14,1082,0.929553265
100,129,75,0.428965517,11965,1064,18346.87081,16,1350,0.931034483
100,129,75,0.428965517,11965,1064,18346.87081,8,1350,0.931034483
100,139,78,0.438280166,12702,460,18346.87081,9,1342,0.930651872
102,153,83,0.428863172,14593,684,18346.87081,9,1367,0.93056501
98,139,77,0.430877193,12177,665,18346.87081,8,1327,0.93122807
84,251,70,0.470242469,14690,1108,18346.87081,9,1277,0.938280676
95,160,83,0.42364532,13933,3829,18346.87081,12,1326,0.933145672
48,171,78,0.407142857,14006,1215,29842.30973,13,792,0.942857143
52,177,78,0.401574803,15000,6950,29842.30973,14,837,0.941507312
53,196,76,0.406318083,15980,508,29842.30973,12,865,0.942265795
42,188,67,0.411838791,14411,1802,29842.30973,12,752,0.947103275
42,188,67,0.408641975,14411,1090,29842.30973,9,768,0.948148148
64,178,99,0.45406547,9533,1079,16881.08351,10,883,0.932418163
40,156,132,0.487903226,18188,599,11445.25174,8,1200,0.967741935
52,183,116,0.46250876,15469,449,7103.431285,14,1375,0.963559916
29,187,96,0.524663677,17876,1064,19114.97627,8,1086,0.973991031
30,178,106,0.514324693,13257,2264,17555.13785,10,1436,0.979536153
90,182,118,0.467506631,12282,1561,24944.83827,11,1418,0.940318302
105,166,84,0.428184282,12928,944,60114.13685,16,1371,0.928861789
103,116,67,0.454884879,9435,2672,60114.13685,23,1504,0.935905414
112,143,104,0.468115257,11648,1201,12993.74105,16,2005,0.947094946
109,132,84,0.430779137,14257,1679,42649.78768,8,1444,0.929813265
120,154,88,0.418128655,13808,1973,42649.78768,11,1590,0.929824561
131,173,98,0.454859114,16833,1105,42649.78768,12,1608,0.92466935
185,147,102,0.434800494,10536,625,42649.78768,20,2246,0.92389963
82,168,78,0.459734167,17608,756,42649.78768,7,1197,0.935887412
207,160,95,0.437590711,11229,2400,42649.78768,20,2549,0.924891147
108,206,101,0.437209302,17991,2121,42649.78768,11,1397,0.928239203
103,138,82,0.434954008,14866,689,42649.78768,4,1419,0.932325887
118,155,94,0.417953116,13629,1436,42649.78768,8,1631,0.932532876
142,146,92,0.419019316,12632,3030,42649.78768,12,1877,0.929668153
109,204,97,0.437046803,17991,1125,42649.78768,9,1408,0.92814766
123,158,91,0.420964126,13808,436,42649.78768,13,1661,0.931053812
123,158,91,0.420964126,13808,436,42649.78768,11,1661,0.931053812
28,269,95,0.497335702,23201,2356,39876.45671,7,535,0.95026643
31,248,81,0.545787546,21984,1601,39876.45671,7,515,0.943223443
33,211,130,0.473350254,17070,3212,22178.29836,11,755,0.958121827
47,221,131,0.471428571,17646,3704,22178.29836,16,1003,0.955238095
41,206,127,0.462701613,14240,1921,22178.29836,13,951,0.958669355
41,183,128,0.477629988,8368,2043,17973.59103,11,786,0.950423216
28,253,123,0.5,15481,1471,17973.59103,10,596,0.955128205
178,221,78,0.404040404,10764,1775,38359.04293,16,1604,0.900112233
79,257,94,0.462579618,11552,1203,38359.04293,13,1177,0.937101911
41,247,112,0.478967495,13325,5269,38359.04293,11,1005,0.960803059
60,139,94,0.495093666,9189,1948,14749.56317,11,2182,0.97323818
75,155,115,0.496840442,3898,1192,25758.71148,10,1191,0.940758294
58,222,100,0.492970947,16491,4285,25758.71148,15,1009,0.945641987
72,161,116,0.493816983,3898,991,25758.71148,8,1141,0.940643034
69,243,101,0.489700375,13352,3386,25758.71148,6,999,0.935393258
22,89,77,0.431211499,12278,231,31295.34849,5,465,0.954825462
22,103,83,0.442655936,13815,2288,31295.34849,5,475,0.955734406
24,130,87,0.442307692,12855,5628,31295.34849,5,496,0.953846154
21,82,74,0.43125,11513,1508,31295.34849,4,459,0.95625
51,284,114,0.481897628,12772,4509,35764.16763,10,750,0.936329588
38,253,112,0.481144343,14914,2608,35764.16763,11,731,0.950585176
69,134,109,0.502890173,3898,1393,15465.62248,15,1142,0.943022296
140,112,67,0.496228448,2455,3169,23937.25458,15,1716,0.924568966
140,117,66,0.489113117,2613,2960,23937.25458,12,1743,0.925650558
138,110,66,0.4896,2829,1969,23937.25458,12,1737,0.9264
135,109,69,0.49257834,2455,1027,23937.25458,12,1684,0.925783397
72,69,66,0.454630496,1511,1858,23937.25458,5,997,0.932647334
99,89,67,0.47023361,2792,2219,23937.25458,9,1228,0.925395629
60,60,61,0.459489456,1681,1353,23937.25458,4,841,0.933407325
138,101,63,0.488101534,3007,1164,23937.25458,11,1753,0.927022739
124,98,71,0.485142511,2638,409,23937.25458,11,1525,0.924802911
132,93,66,0.484883058,2051,978,23937.25458,14,1621,0.924700513
99,89,67,0.469742814,2792,750,23937.25458,8,1223,0.925113464
50,59,61,0.459158416,1384,288,22467.27921,3,758,0.938118812
31,58,51,0.476489028,1558,726,22467.27921,3,607,0.951410658
128,179,117,0.498712446,10651,1624,21672.99278,18,2202,0.945064378
138,145,98,0.503167063,5344,678,21672.99278,14,2388,0.945368171
116,185,114,0.501803427,9816,856,21672.99278,17,2102,0.947700631
121,131,87,0.508203991,3483,442,21672.99278,11,2134,0.946341463
141,99,86,0.504994007,2618,1626,14743.22995,14,2362,0.943667599
127,121,85,0.505029338,2602,653,14743.22995,17,2259,0.946772842
129,97,86,0.502583979,2758,1733,14743.22995,13,2193,0.944444444
141,99,86,0.504994007,2618,2211,14743.22995,14,2362,0.943667599
141,99,86,0.504994007,2618,3459,14743.22995,16,2362,0.943667599
106,135,85,0.507086614,2602,591,14743.22995,14,1799,0.944356955
107,135,85,0.501597444,2602,933,14743.22995,13,1771,0.943024494
142,133,92,0.517574353,2846,311,14743.22995,18,2447,0.945152569
133,96,84,0.50462963,2758,4053,14743.22995,15,2243,0.944023569
119,99,94,0.500561798,3079,1218,30211.60385,13,1661,0.933146067
131,96,99,0.494994995,2551,2055,30211.60385,14,1867,0.934434434
115,95,91,0.497175141,3079,770,30211.60385,13,1655,0.935028249
107,110,86,0.492778741,5165,5659,30211.60385,13,1624,0.93818602
119,99,94,0.500561798,3079,720,30211.60385,13,1661,0.933146067
112,93,119,0.519005848,4949,5214,28933.52476,12,2624,0.959064327
53,123,59,0.590460526,1885,902,33820.49488,9,1163,0.956414474
47,102,42,0.599627561,3997,560,33820.49488,5,1027,0.956238361
53,136,56,0.5936,5771,5132,33820.49488,6,1197,0.9576
54,134,56,0.596505824,5645,2053,33820.49488,2,1148,0.955074875
94,223,108,0.523493976,10093,1805,26697.50493,15,1566,0.943373494
92,224,105,0.52007412,9501,453,26697.50493,16,1527,0.943174799
138,257,98,0.523441276,15785,788,26697.50493,16,1931,0.933301112
161,183,81,0.511852502,6570,626,36338.43718,14,2117,0.929323968
162,129,73,0.500440529,4687,5267,36338.43718,12,2108,0.928634361
154,157,72,0.511576135,6726,822,36338.43718,13,2092,0.93143366
123,191,84,0.513636364,8596,287,36338.43718,16,1857,0.937878788
164,190,82,0.508824796,7057,1712,36338.43718,16,2159,0.929401636
164,190,82,0.508824796,7057,1712,36338.43718,16,2159,0.929401636
154,112,62,0.5,3526,1808,36338.43718,14,1984,0.927970065
168,151,74,0.506432247,5174,560,36338.43718,12,2164,0.927958834
154,118,64,0.499087591,3921,1585,36338.43718,13,2038,0.929744526
154,118,64,0.499087591,3921,1371,36338.43718,15,2038,0.929744526
115,175,77,0.514054054,8319,3735,36338.43718,11,1735,0.937837838
96,185,90,0.521270562,7881,1758,36338.43718,15,1667,0.945547362
135,142,74,0.507049101,5859,1132,36338.43718,15,1922,0.934370442
111,190,115,0.508895131,9816,792,36338.43718,15,2025,0.948033708
119,204,87,0.515762274,9348,678,36338.43718,12,1816,0.938501292
96,201,107,0.525821596,10093,890,36338.43718,14,1608,0.943661972
101,199,106,0.519280206,11136,905,36338.43718,15,1844,0.948071979
97,194,88,0.524858757,7881,1472,36338.43718,12,1673,0.94519774
17,78,62,0.600767754,7029,2463,16360.36538,3,504,0.967370441
62,138,105,0.533995816,4507,840,18734.86704,10,1850,0.967573222
58,155,102,0.55620155,3206,747,18734.86704,8,1490,0.9625323
58,155,102,0.55620155,3206,747,18734.86704,6,1490,0.9625323
158,313,100,0.526096998,16202,1776,33136.1241,36,2007,0.927020785
253,432,113,0.537392455,18101,2051,33136.1241,109,2769,0.916280609
307,436,95,0.512260846,9762,9184,53812.22095,122,3404,0.917272972
140,152,80,0.50117096,7557,2569,53812.22095,24,1995,0.93442623
307,484,103,0.520661157,12189,3536,53812.22095,140,3444,0.918155159
329,518,112,0.517165277,13192,1923,53812.22095,169,3749,0.919323198
140,146,72,0.494444444,3456,6745,53812.22095,24,1840,0.929292929
254,352,97,0.51978128,9257,1570,53812.22095,71,2855,0.918301705
136,172,84,0.509355509,8022,7356,53812.22095,29,1788,0.929313929
311,489,103,0.516775033,12733,2979,53812.22095,154,3534,0.919115735
105,216,86,0.481675393,3566,1018,75810.43776,28,1423,0.931282723
105,216,86,0.481675393,3566,4698,75810.43776,27,1423,0.931282723
89,130,67,0.49070632,4263,3959,75810.43776,20,1525,0.944857497
64,116,62,0.476859504,3287,786,75810.43776,18,1146,0.947107438
54,100,60,0.48522829,2815,7925,75810.43776,23,1063,0.951656222
124,200,98,0.485806106,5511,784,75810.43776,32,1743,0.933583289
105,216,86,0.481675393,3566,284,75810.43776,26,1423,0.931282723
105,216,86,0.481675393,3566,7124,75810.43776,26,1423,0.931282723
130,208,98,0.484665661,4730,5378,75810.43776,32,1859,0.934640523
