인허가일자,영업상태구분코드,영업상태명,폐업일자,구,법정동,도로명전체주소,사업장명,업태구분명,좌표정보(x),좌표정보(y),행정동명,행정동코드,소재지면적,교통 수,집객시설 수,교육 수,경쟁자 수,인허가 영업,인허가 폐업,인허가 영업+폐업,타업종비율,타업종경쟁자,버퍼내폐업비율,영업기간,아파트 세대수,제곱미터 당 임대료,임대료,총생활인구수,점심저녁시간대 생활인구수,골목상권,발달상권,구분불가,전통시장,관광특구,생존확률,생존예측
20210707,0,영업/정상,,영등포구,신길동,"서울특별시 영등포구 신길로 42, 1층 (신길동)",연스시,일식,191850.1141,443811.9313,대림1동,11560700,76,106,10,178,30,712,754,1466,0.979536153,1436,0.514324693,390,13257,29959.42714,2264,16583.03822,17555.13785,0,0,1,0,0,0.065798886,0
20171106,0,영업/정상,,영등포구,도림동,"서울특별시 영등포구 도신로15라길 4-1, 1층 (도림동)",쿠이대,일식,190924.2082,444998.0556,대림3동,11560720,52,118,11,182,90,803,705,1508,0.940318302,1418,0.467506631,1729,12282,30017.68,1561,25250.67481,24944.83827,0,0,1,0,0,0.06933341,0
20190909,0,영업/정상,,영등포구,영등포동8가,"서울특별시 영등포구 영중로42길 3-1, 1층 (영등포동8가)",스시원,일식,191648.8883,447364.8731,영등포동,11560535,26,84,16,166,105,844,632,1476,0.928861789,1371,0.428184282,1057,12928,36382.28,944,52539.22583,60114.13685,0,0,1,0,0,0.06933341,0
20211111,0,영업/정상,,영등포구,당산동,"서울특별시 영등포구 버드나루로15길 2, 1층 101호 (당산동, 더 실크)",여우상자 당산점,일식,191841.972,447138.8879,영등포동,11560535,68,67,23,116,103,876,731,1607,0.935905414,1504,0.454884879,263,9435,39100.2425,2672,52539.22583,60114.13685,0,0,1,0,0,0.06933341,0
20210202,0,영업/정상,,영등포구,영등포동,"서울특별시 영등포구 영신로9나길 11, 1층 (영등포동)",장'S쉐어키친,일식,191647.4359,445666.2398,도림동,11560585,40,104,16,143,112,1126,991,2117,0.947094946,2005,0.468115257,545,11648,30025.8475,1201,14334.4191,12993.74105,0,0,1,0,0,0.06933341,0
20180706,0,영업/정상,,영등포구,양평동1가,"서울특별시 영등포구 선유로23길 7, 1층 (양평동1가)",스시마루,일식,190140.7806,446742.7851,문래동,11560605,58,84,8,132,109,884,669,1553,0.929813265,1444,0.430779137,1487,14257,29094.1475,1679,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20190909,0,영업/정상,,영등포구,양평동1가,"서울특별시 영등포구 선유로22길 3, 유선빌딩 1층 101호 (양평동1가)",라무진양남사거리점,일식,190236.6509,446601.8854,문래동,11560605,68,88,11,154,120,995,715,1710,0.929824561,1590,0.418128655,1057,13808,29094.1475,1973,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20191210,0,영업/정상,,영등포구,문래동2가,"서울특별시 영등포구 도림로 439-1, 1층 (문래동2가)",해월,일식,190561.8569,445794.8082,문래동,11560605,34,98,12,173,131,948,791,1739,0.92466935,1608,0.454859114,965,16833,32133.6675,1105,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20211025,0,영업/정상,,영등포구,당산동1가,"서울특별시 영등포구 당산로10길 7, 영빌딩 1층 2호 (당산동1가)",마제하루,일식,190797.0524,446633.2825,문래동,11560605,23,102,20,147,185,1374,1057,2431,0.92389963,2246,0.434800494,280,10536,27165.4075,625,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20211026,0,영업/정상,,영등포구,양평동1가,"서울특별시 영등포구 선유서로 76, 신동아아파트 상가동 1층 102호 (양평동1가)",숙성회136 영등포점,일식,189900.4392,446663.5213,문래동,11560605,26,78,7,168,82,691,588,1279,0.935887412,1197,0.459734167,279,17608,29094.1475,756,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20211019,0,영업/정상,,영등포구,당산동1가,"서울특별시 영등포구 영등포로 155-1, 1층 (당산동1가)",바다회이야기,일식,190965.1986,446557.3274,문래동,11560605,88,95,20,160,207,1550,1206,2756,0.924891147,2549,0.437590711,286,11229,27165.4075,2400,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20210624,0,영업/정상,,영등포구,문래동2가,"서울특별시 영등포구 도림로125길 34, 1층 (문래동2가)",몽밀(mongmil),일식,190478.3328,445675.8123,문래동,11560605,66,101,11,206,108,847,658,1505,0.928239203,1397,0.437209302,403,17991,32133.6675,2121,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20210224,0,영업/정상,,영등포구,양평동1가,"서울특별시 영등포구 영등포로 59-2, 1층 (양평동1가)",엘리롤스(Elly Rolls),일식,190055.0874,446724.3327,문래동,11560605,24,82,4,138,103,860,662,1522,0.932325887,1419,0.434954008,523,14866,29094.1475,689,38723.51787,42649.78768,0,0,1,0,0,0.10299749,0
20210104,0,영업/정상,,영등포구,양평동1가,"서울특별시 영등포구 문래북로 49, 1층 (양평동1가)",텐진라멘 문래,일식,190273.8195,446538.8307,문래동,11560605,49,94,8,155,118,1018,731,1749,0.932532876,1631,0.417953116,574,13629,29094.1475,1436,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20201218,0,영업/정상,,영등포구,당산동2가,"서울특별시 영등포구 영등포로 103, 하나비즈타워 1층 108호 (당산동2가)",김영태스시 앤 사시미마을 영등포점,일식,190484.4826,446650.4136,문래동,11560605,112,92,12,146,142,1173,846,2019,0.929668153,1877,0.419019316,591,12632,27165.4075,3030,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20220518,0,영업/정상,,영등포구,문래동2가,"서울특별시 영등포구 경인로77길 14, 영문빌딩 1층 107호 (문래동2가)",미츠바,일식,190462.2926,445648.4014,문래동,11560605,35,97,9,204,109,854,663,1517,0.92814766,1408,0.437046803,75,17991,32133.6675,1125,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20220427,0,영업/정상,,영등포구,양평동1가,"서울특별시 영등포구 선유로22길 9, 금산플레이버 1층 101호 (양평동1가)",대창을덮다 호르몬동전문점 영등포본점,일식,190300.542,446591.8003,문래동,11560605,15,91,13,158,123,1033,751,1784,0.931053812,1661,0.420964126,96,13808,29094.1475,436,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20220427,0,영업/정상,,영등포구,양평동1가,"서울특별시 영등포구 선유로22길 9, 금산플레이버 1층 101호 (양평동1가)",우나기맨숀 영등포직영점,일식,190300.542,446591.8003,문래동,11560605,15,91,11,158,123,1033,751,1784,0.931053812,1661,0.420964126,96,13808,29094.1475,436,38723.51787,42649.78768,0,0,1,0,0,0.06933341,0
20170811,0,영업/정상,,동작구,상도동,"서울특별시 동작구 상도로58길 2, 2층 (상도동)",샤이바나딜리버리,일식,195791.5271,443761.1832,상도1동,11590530,71,95,7,269,28,283,280,563,0.95026643,535,0.497335702,1816,23201,33018.93375,2356,43508.38933,39876.45671,0,0,1,0,0,0.06933341,0
20170913,0,영업/정상,,동작구,상도동,"서울특별시 동작구 상도로61가길 2, 1층 (상도동)",하우스 밀,일식,196177.6082,443604.7929,상도1동,11590530,48,81,7,248,31,248,298,546,0.943223443,515,0.545787546,1783,21984,33018.93375,1601,43508.38933,39876.45671,0,0,1,0,0,0.065798886,0
20170919,0,영업/정상,,동작구,상도1동,"서울특별시 동작구 양녕로 249, 1층 (상도1동)",고우마구로,일식,195235.8398,444527.4234,상도2동,11590540,90,130,11,211,33,415,373,788,0.958121827,755,0.473350254,1777,17070,35613.93,3212,22310.79333,22178.29836,0,0,1,0,0,0.06933341,0
20210520,0,영업/정상,,동작구,상도동,"서울특별시 동작구 상도로30길 63-5, 1층 101호 (상도동)",국수사,일식,195023.8473,444727.309,상도2동,11590540,112,131,16,221,47,555,495,1050,0.955238095,1003,0.471428571,438,17646,33018.93375,3704,22310.79333,22178.29836,0,0,1,0,0,0.06933341,0
20201208,0,영업/정상,,동작구,상도동,"서울특별시 동작구 상도로30길 40, 1층 114호 (상도동, 상도2차두산위브트레지움아파트)",벚꽃스시,일식,194870.3844,444631.1127,상도2동,11590540,58,127,13,206,41,533,459,992,0.958669355,951,0.462701613,601,14240,33018.93375,1921,22310.79333,22178.29836,0,0,1,0,0,0.06933341,0
20190304,0,영업/정상,,동작구,상도동,"서울특별시 동작구 상도로22길 8, 1층 (상도동)",정chef초밥&참치,일식,194311.5972,444511.7042,상도4동,11590560,62,128,11,183,41,432,395,827,0.950423216,786,0.477629988,1246,8368,33018.93375,2043,21234.04272,17973.59103,0,0,1,0,0,0.06933341,0
20210506,0,영업/정상,,동작구,상도동,"서울특별시 동작구 양녕로20길 111, 1층 (상도동)",탱그리 초밥,일식,195062.4948,443893.8556,상도4동,11590560,45,123,10,253,28,312,312,624,0.955128205,596,0.5,452,15481,33018.93375,1471,21234.04272,17973.59103,0,0,1,0,0,0.06933341,0
20190524,0,영업/정상,,영등포구,여의도동,"서울특별시 영등포구 여의대방로 376, 나라키움빌딩 3층 309호 (여의도동)",스시혜정,일식,193851.7999,446223.4985,대방동,11590660,44,78,16,221,178,1062,720,1782,0.900112233,1604,0.404040404,1165,10764,40487.5075,1775,40433.81986,38359.04293,0,0,1,0,0,0.06933341,0
20181024,0,영업/정상,,동작구,노량진동,"서울특별시 동작구 노량진로6길 22, 1층 (노량진동)",로지노돈부리,일식,194243.7594,445540.8806,대방동,11590660,20,94,13,257,79,675,581,1256,0.937101911,1177,0.462579618,1377,11552,60655.1825,1203,40433.81986,38359.04293,0,0,1,0,0,0.06933341,0
20181128,0,영업/정상,,동작구,대방동,"서울특별시 동작구 여의대방로 210, 1층 (대방동)",아빠맘명품스시,일식,193109.7142,444814.829,대방동,11590660,184,112,11,247,41,545,501,1046,0.960803059,1005,0.478967495,1342,13325,28619.8275,5269,40433.81986,38359.04293,0,0,1,0,0,0.06933341,0
20180817,0,영업/정상,,동작구,신대방동,"서울특별시 동작구 시흥대로 650, 1층 3호 (신대방동)",스시와회,일식,191744.0785,443034.7372,신대방1동,11590670,59,94,11,139,60,1132,1110,2242,0.97323818,2182,0.495093666,1445,9189,32786.61375,1948,16668.77217,14749.56317,0,0,1,0,0,0.06933341,0
20190624,0,영업/정상,,동작구,신대방동,"서울특별시 동작구 국사봉2길 6, 1층 (신대방동, 나이스빌)",킨로우라멘,일식,193620.2162,444011.3898,신대방2동,11590680,36,115,10,155,75,637,629,1266,0.940758294,1191,0.496840442,1134,3898,32786.61375,1192,25214.15661,25758.71148,0,0,1,0,0,0.06933341,0
20200619,0,영업/정상,,영등포구,신길동,"서울특별시 영등포구 여의대방로 105, 2층 (신길동)",참치투어,일식,192689.3047,443959.2721,신대방2동,11590680,143,100,15,222,58,541,526,1067,0.945641987,1009,0.492970947,773,16491,29959.42714,4285,25214.15661,25758.71148,0,0,1,0,0,0.06933341,0
20210827,0,영업/정상,,동작구,상도동,"서울특별시 동작구 국사봉1길 4, 1층 (상도동)",스미비부타동 신대방삼거리역점,일식,193643.0202,444066.0529,신대방2동,11590680,30,116,8,161,72,614,599,1213,0.940643034,1141,0.493816983,339,3898,33018.93375,991,25214.15661,25758.71148,0,0,1,0,0,0.06933341,0
20210513,0,영업/정상,,동작구,대방동,"서울특별시 동작구 여의대방로24길 7, 2층 (대방동)",#407,일식,192919.7056,444025.4181,신대방2동,11590680,118,101,6,243,69,545,523,1068,0.935393258,999,0.489700375,445,13352,28619.8275,3386,25214.15661,25758.71148,0,0,1,0,0,0.06933341,0
20171228,0,영업/정상,,동작구,흑석동,"서울특별시 동작구 서달로 151, 1층 (흑석동)",유유초밥,일식,196531.1747,444978.1863,흑석동,11590605,6,77,5,89,22,277,210,487,0.954825462,465,0.431211499,1677,12278,38474.37,231,31578.871,31295.34849,0,0,1,0,0,0.10357343,0
20180206,0,영업/정상,,동작구,흑석동,"서울특별시 동작구 흑석로 109, 2층 (흑석동)",스시톡톡,일식,196490.1522,445120.4169,흑석동,11590605,59,83,5,103,22,277,220,497,0.955734406,475,0.442655936,1637,13815,38474.37,2288,31578.871,31295.34849,0,0,1,0,0,0.10357343,0
20210511,0,영업/정상,,동작구,흑석동,"서울특별시 동작구 흑석로9길 2, 2층 (흑석동)",백소정 중앙대점,일식,196403.0046,445044.4291,흑석동,11590605,146,87,5,130,24,290,230,520,0.953846154,496,0.442307692,447,12855,38474.37,5628,31578.871,31295.34849,0,0,1,0,0,0.10357343,0
20210615,0,영업/정상,,동작구,흑석동,"서울특별시 동작구 서달로 150, 제1층 제147호 (흑석동, 이랜드해가든)",봄참치,일식,196587.0306,444939.4554,흑석동,11590605,39,74,4,82,21,273,207,480,0.95625,459,0.43125,412,11513,38474.37,1508,31578.871,31295.34849,0,0,1,0,0,0.10299749,0
20171011,0,영업/정상,,동작구,노량진동,"서울특별시 동작구 만양로14길 49, 1층 (노량진동)",최고돈,일식,195228.8034,445594.2911,노량진1동,11590510,74,114,10,284,51,415,386,801,0.936329588,750,0.481897628,1755,12772,60655.1825,4509,35514.72636,35764.16763,0,0,1,0,0,0.06933341,0
20201016,0,영업/정상,,동작구,노량진동,"서울특별시 동작구 만양로14길 47, 1층 (노량진동)",날개닭,일식,195569.7296,445500.3423,노량진1동,11590510,43,112,11,253,38,399,370,769,0.950585176,731,0.481144343,654,14914,60655.1825,2608,35514.72636,35764.16763,0,0,1,0,0,0.06933341,0
20200820,0,영업/정상,,동작구,상도동,"서울특별시 동작구 국사봉길 79, 1층 (상도동)",싱싱하늬,일식,193837.5914,443804.181,보라매동,11620525,42,109,15,134,69,602,609,1211,0.943022296,1142,0.502890173,711,3898,33018.93375,1393,16371.34326,15465.62248,0,0,1,0,0,0.065798886,0
20181102,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 관악로14길 88, 번영빌딩 지하1층 (봉천동)",아나타노 로바다야끼,일식,196145.6915,441763.011,낙성대동,11620585,93,67,15,112,140,935,921,1856,0.924568966,1716,0.496228448,1368,2455,34241.72278,3169,22994.1333,23937.25458,0,0,1,0,0,0.06933341,0
20181204,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 관악로14길 74-3, 2층 (봉천동)",라쿠,일식,196090.5158,441775.5636,낙성대동,11620585,86,66,12,117,140,962,921,1883,0.925650558,1743,0.489113117,1336,2613,34241.72278,2960,22994.1333,23937.25458,0,0,1,0,0,0.06933341,0
20190530,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 관악로14길 74-7, 1층 (봉천동)",오뉴,일식,196083.8216,441753.0064,낙성대동,11620585,58,66,12,110,138,957,918,1875,0.9264,1737,0.4896,1159,2829,34241.72278,1969,22994.1333,23937.25458,0,0,1,0,0,0.06933341,0
20191128,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 관악로14나길 6, 1층 (봉천동)",누들하우스(NOODLE HOUSE),일식,196157.4397,441737.6991,낙성대동,11620585,30,69,12,109,135,923,896,1819,0.925783397,1684,0.49257834,977,2455,34241.72278,1027,22994.1333,23937.25458,0,0,1,0,0,0.06933341,0
20191230,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 낙성대역길 69, 1층 (봉천동)",골목참치 낙성대점,일식,196641.0636,441432.5514,낙성대동,11620585,54,66,5,69,72,583,486,1069,0.932647334,997,0.454630496,945,1511,34241.72278,1858,22994.1333,23937.25458,0,0,1,0,0,0.10357343,0
20170823,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 봉천로 582, 2층 (봉천동)",덴고꾸,일식,196572.4731,441624.8829,낙성대동,11620585,65,67,9,89,99,703,624,1327,0.925395629,1228,0.47023361,1804,2792,34241.72278,2219,22994.1333,23937.25458,0,0,1,0,0,0.06933341,0
20180112,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 남부순환로246길 43, 1층 101호 (봉천동, E.H.Vill)",스시와,일식,196739.1636,441381.0643,낙성대동,11620585,40,61,4,60,60,487,414,901,0.933407325,841,0.459489456,1662,1681,34241.72278,1353,22994.1333,23937.25458,0,0,1,0,0,0.10299749,0
20200727,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 관악로12길 30, 1층 102호 (봉천동)",맨프롬오키나와,일식,195870.4426,441749.4259,낙성대동,11620585,34,63,11,101,138,968,923,1891,0.927022739,1753,0.488101534,735,3007,34241.72278,1164,22994.1333,23937.25458,0,0,1,0,0,0.06933341,0
20210825,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 남부순환로 1904, 지하1층 3호 (봉천동)",범카레,일식,196461.8779,441740.1479,낙성대동,11620585,12,71,11,98,124,849,800,1649,0.924802911,1525,0.485142511,341,2638,34241.72278,409,22994.1333,23937.25458,0,0,1,0,0,0.06933341,0
20210503,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 관악로10길 53, 1층 (봉천동)",카이센세,일식,196004.2695,441602.2534,낙성대동,11620585,29,66,14,93,132,903,850,1753,0.924700513,1621,0.484883058,455,2051,34241.72278,978,22994.1333,23937.25458,0,0,1,0,0,0.06933341,0
20201106,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 낙성대역길 15, 1층 (봉천동)",무모한초밥 낙성대점,일식,196569.0605,441618.6217,낙성대동,11620585,22,67,8,89,99,701,621,1322,0.925113464,1223,0.469742814,633,2792,34241.72278,750,22994.1333,23937.25458,0,0,1,0,0,0.06933341,0
20190313,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 낙성대역14길 3, 지하1층 (봉천동)",카츠익스프레스,일식,196790.2749,441301.5663,인헌동,11620625,8,61,3,59,50,437,371,808,0.938118812,758,0.459158416,1237,1384,34241.72278,288,24942.81621,22467.27921,0,0,1,0,0,0.1326527,0
20211101,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 남부순환로248길 76, 1층 (봉천동)",에이치 엔 큐 (HNQ),일식,196949.4749,441181.6984,인헌동,11620625,21,51,3,58,31,334,304,638,0.951410658,607,0.476489028,273,1558,34241.72278,726,24942.81621,22467.27921,0,0,1,0,0,0.1326527,0
20190612,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 봉천로25길 9, 1층 (봉천동)",새벽회 서울본점,일식,194432.9527,442616.265,서원동,11620645,47,117,18,179,128,1168,1162,2330,0.945064378,2202,0.498712446,1146,10651,34241.72278,1624,22427.01311,21672.99278,0,0,1,0,0,0.06933341,0
20220211,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 남부순환로191길 8, 1층 101호 (봉천동)",스시모모타로,일식,194133.4235,442601.7194,서원동,11620645,20,98,14,145,138,1255,1271,2526,0.945368171,2388,0.503167063,171,5344,34241.72278,678,22427.01311,21672.99278,0,0,1,0,0,0.065798886,0
20180618,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 은천로5길 3, 1층 (봉천동)",유앤미,일식,194445.1036,442704.9966,서원동,11620645,25,114,17,185,116,1105,1113,2218,0.947700631,2102,0.501803427,1505,9816,34241.72278,856,22427.01311,21672.99278,0,0,1,0,0,0.06933341,0
20201223,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로 264, 지하1층 b02(3)호 (신림동)",명품스시준,일식,193987.7809,441834.7042,서원동,11620645,14,87,11,131,121,1109,1146,2255,0.946341463,2134,0.508203991,586,3483,31104.7,442,22427.01311,21672.99278,0,0,1,0,0,0.065798886,0
20190419,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로 330, 포도몰 8층 (신림동)",카레마치 포도몰점,일식,193754.4274,442407.2012,신원동,11620655,52,86,14,99,141,1239,1264,2503,0.943667599,2362,0.504994007,1200,2618,31104.7,1626,16577.94618,14743.22995,0,0,1,0,0,0.065798886,0
20190806,0,영업/정상,,관악구,신림동,"서울특별시 관악구 관천로 37, 1층 (신림동)",굿참치,일식,193467.275,442289.6146,신원동,11620655,21,85,17,121,127,1181,1205,2386,0.946772842,2259,0.505029338,1091,2602,31104.7,653,16577.94618,14743.22995,0,0,1,0,0,0.065798886,0
20200602,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로59길 15-13, 4층 (신림동)",미쿠,일식,193687.3482,442284.164,신원동,11620655,56,86,13,97,129,1155,1167,2322,0.944444444,2193,0.502583979,790,2758,31104.7,1733,16577.94618,14743.22995,0,0,1,0,0,0.065798886,0
20180125,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로 330, 포도몰 9층 (신림동)",도쿄스테이크 포도몰점,일식,193754.4274,442407.2012,신원동,11620655,71,86,14,99,141,1239,1264,2503,0.943667599,2362,0.504994007,1649,2618,31104.7,2211,16577.94618,14743.22995,0,0,1,0,0,0.065798886,0
20210910,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로 330, 포도몰 903호 (신림동)",스시노칸도타임스트림점 주식회사,일식,193754.4274,442407.2012,신원동,11620655,111,86,16,99,141,1239,1264,2503,0.943667599,2362,0.504994007,325,2618,31104.7,3459,16577.94618,14743.22995,0,0,1,0,0,0.065798886,0
20210504,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신원로 8-1, 1층 (신림동)",초밥이 조아,일식,193568.4294,441996.031,신원동,11620655,19,85,14,135,106,939,966,1905,0.944356955,1799,0.507086614,454,2602,31104.7,591,16577.94618,14743.22995,0,0,1,0,0,0.065798886,0
20220323,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신원로 3, 1층 (신림동)",가산팔복초밥 신림신원점,일식,193546.9913,441945.4085,신원동,11620655,30,85,13,135,107,936,942,1878,0.943024494,1771,0.501597444,131,2602,31104.7,933,16577.94618,14743.22995,0,0,1,0,0,0.06933341,0
20210409,0,영업/정상,,관악구,신림동,"서울특별시 관악구 남부순환로172길 32, 1층 (신림동)",아자스,일식,193210.323,442310.523,신원동,11620655,10,92,18,133,142,1249,1340,2589,0.945152569,2447,0.517574353,479,2846,31104.7,311,16577.94618,14743.22995,0,0,1,0,0,0.065798886,0
20181218,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로59길 7, 가동 지하1층 (신림동)",통통아지매,일식,193676.7634,442304.4622,신원동,11620655,130,84,15,96,133,1177,1199,2376,0.944023569,2243,0.50462963,1322,2758,31104.7,4053,16577.94618,14743.22995,0,0,1,0,0,0.065798886,0
20171109,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 보라매로5길 5, 1층 108-1, 109호 (봉천동, 보라매우성아파트)",스시진,일식,193347.3517,443347.6692,신림동,11620695,36,94,13,99,119,889,891,1780,0.933146067,1661,0.500561798,1726,3079,34241.72278,1218,30257.10923,30211.60385,0,0,1,0,0,0.06933341,0
20171212,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 당곡길 74, 1층 (봉천동)",이자카야유우,일식,193495.6197,443314.9415,신림동,11620695,60,99,14,96,131,1009,989,1998,0.934434434,1867,0.494994995,1693,2551,34241.72278,2055,30257.10923,30211.60385,0,0,1,0,0,0.06933341,0
20210810,0,영업/정상,,동작구,신대방동,"서울특별시 동작구 보라매로5길 5, 상가동 1층 123, 124호 (신대방동, 보라매우성아파트)",이가초밥,일식,193311.8316,443352.6725,신림동,11620695,23,91,13,95,115,890,880,1770,0.935028249,1655,0.497175141,356,3079,32786.61375,770,30257.10923,30211.60385,0,0,1,0,0,0.06933341,0
20210520,0,영업/정상,,동작구,신대방동,"서울특별시 동작구 보라매로5길 23, 지하층 B104, B105호 (신대방동, 삼성보라매옴니타워)",미락,일식,193176.6367,443379.1713,신림동,11620695,173,86,13,110,107,878,853,1731,0.93818602,1624,0.492778741,438,5165,32786.61375,5659,30257.10923,30211.60385,0,0,1,0,0,0.06933341,0
20201008,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 보라매로5길 5, 제상가동 1층 108-2호 (봉천동, 보라매우성아파트)",산쪼메 보라매 딜리버리점,일식,193347.3517,443347.6692,신림동,11620695,21,94,13,99,119,889,891,1780,0.933146067,1661,0.500561798,662,3079,34241.72278,720,30257.10923,30211.60385,0,0,1,0,0,0.06933341,0
20190215,0,영업/정상,,구로구,구로동,"서울특별시 구로구 디지털로32다길 13, 화인빌딩 지하1층 (구로동)",5(오),일식,191096.3446,442232.03,조원동,11620725,152,119,12,93,112,1316,1420,2736,0.959064327,2624,0.519005848,1263,4949,34304.468,5214,27853.46842,28933.52476,0,0,1,0,0,0.065798886,0
20190523,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로 81, 1층 1호 (신림동)",연아초밥,일식,194653.1683,440911.6707,대학동,11620735,29,59,9,123,53,498,718,1216,0.956414474,1163,0.590460526,1166,1885,31104.7,902,31834.36141,33820.49488,0,0,1,0,0,0.065798886,0
20190930,0,영업/정상,,관악구,신림동,"서울특별시 관악구 대학길 119, 2층 (신림동)",공참(신림패밀리점),일식,194448.3759,440386.5513,대학동,11620735,18,42,5,102,47,430,644,1074,0.956238361,1027,0.599627561,1036,3997,31104.7,560,31834.36141,33820.49488,0,0,1,0,0,0.095572196,0
20210929,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로23길 25, 1층 (신림동)",잇츠초밥,일식,194178.7192,440856.6939,대학동,11620735,165,56,6,136,53,508,742,1250,0.9576,1197,0.5936,306,5771,31104.7,5132,31834.36141,33820.49488,0,0,1,0,0,0.065798886,0
20210426,0,영업/정상,,관악구,신림동,"서울특별시 관악구 호암로22길 2, 1층 (신림동)",BONE FISH(본피쉬),일식,193990.324,440763.947,대학동,11620735,66,56,2,134,54,485,717,1202,0.955074875,1148,0.596505824,462,5645,31104.7,2053,31834.36141,33820.49488,0,0,1,0,0,0.16295539,0
20211026,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 은천로 45-1, 1층 좌측호 (봉천동)",회판다,일식,194660.3702,442681.5227,은천동,11620605,53,108,15,223,94,791,869,1660,0.943373494,1566,0.523493976,279,10093,34241.72278,1805,28764.58808,26697.50493,0,0,1,0,0,0.065798886,0
20181011,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 국회단지2길 19, 1층 (봉천동)",오우동,일식,194679.3302,442731.7075,은천동,11620605,13,105,16,224,92,777,842,1619,0.943174799,1527,0.52007412,1390,9501,34241.72278,453,28764.58808,26697.50493,0,0,1,0,0,0.065798886,0
20181010,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 양녕로 39-1, 1층 (봉천동)",스시&롤그리고,일식,195220.6341,442615.2983,은천동,11620605,23,98,16,257,138,986,1083,2069,0.933301112,1931,0.523441276,1391,15785,34241.72278,788,28764.58808,26697.50493,0,0,1,0,0,0.065798886,0
20190415,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 청룡1길 19, 1층 (봉천동)",태스시,일식,195282.5765,442121.1428,청룡동,11620595,18,81,14,183,161,1112,1166,2278,0.929323968,2117,0.511852502,1204,6570,34241.72278,626,38413.0514,36338.43718,0,0,1,0,0,0.065798886,0
20190603,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 관악로15길 6, 2층 (봉천동)",초와밥,일식,195689.7007,442020.136,청룡동,11620595,154,73,12,129,162,1134,1136,2270,0.928634361,2108,0.500440529,1155,4687,34241.72278,5267,38413.0514,36338.43718,0,0,1,0,0,0.06933341,0
20191111,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 청룡3길 1, 1층 (봉천동)",스시푸드,일식,195178.9143,442076.5517,청룡동,11620595,24,72,13,157,154,1097,1149,2246,0.93143366,2092,0.511576135,994,6726,34241.72278,822,38413.0514,36338.43718,0,0,1,0,0,0.065798886,0
20220406,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 장군봉1길 56, 우형빌딩 지하1층 2호 (봉천동)",ㅅㅂ[소바:텐동],일식,194899.8918,442135.938,청룡동,11620595,8,84,16,191,123,963,1017,1980,0.937878788,1857,0.513636364,117,8596,34241.72278,287,38413.0514,36338.43718,0,0,1,0,0,0.065798886,0
