인허가일자,영업상태구분코드,영업상태명,폐업일자,구,법정동,도로명전체주소,사업장명,업태구분명,좌표정보(x),좌표정보(y),행정동명,행정동코드,소재지면적,교통 수,집객시설 수,교육 수,경쟁자 수,인허가 영업,인허가 폐업,인허가 영업+폐업,타업종비율,타업종경쟁자,버퍼내폐업비율,영업기간,아파트 세대수,제곱미터 당 임대료,임대료,총생활인구수,점심저녁시간대 생활인구수,골목상권,발달상권,구분불가,전통시장,관광특구,생존확률,생존여부
20220426,0,영업/정상,,서대문구,연희동,"서울특별시 서대문구 연희맛로 33, 지층 (연희동)",잭슨피자 연희점,경양식,193799.2517,451744.9938,연희동,11410615,63,74,6,108,234,597,584,1181,0.801862828,947,0.49449619,97,1426,31441.5475,1981,36081.92598,34418.83947,0,1,0,0,0,0.018188339,0
20180705,0,영업/정상,,서대문구,연희동,"서울특별시 서대문구 증가로 13-9, 지하1층 (연희동)",픽앤캐리,경양식,193843.0312,451871.2397,연희동,11410615,28,64,9,91,211,539,554,1093,0.806953339,882,0.506861848,1488,1426,31441.5475,873,36081.92598,34418.83947,0,1,0,0,0,0.018188339,0
20211126,0,영업/정상,,서대문구,연희동,"서울특별시 서대문구 연희맛로 33, 2층 (연희동)",도르삼지,경양식,193799.2517,451744.9938,연희동,11410615,50,74,8,108,234,597,584,1181,0.801862828,947,0.49449619,248,1426,31441.5475,1559,36081.92598,34418.83947,0,1,0,0,0,0.018188339,0
20210510,0,영업/정상,,서대문구,연희동,"서울특별시 서대문구 연희로15안길 6-4, 2층 (연희동)",연남창고,경양식,193818.5926,451825.0678,연희동,11410615,33,64,6,91,219,572,563,1135,0.807048458,916,0.496035242,448,1426,31441.5475,1038,36081.92598,34418.83947,0,1,0,0,0,0.018188339,0
20210203,0,영업/정상,,서대문구,연희동,"서울특별시 서대문구 연희맛로 43-2, 2층 (연희동)",티아레나,경양식,193842.0319,451832.494,연희동,11410615,91,64,6,90,218,549,553,1102,0.802177858,884,0.501814882,544,1426,31441.5475,2875,36081.92598,34418.83947,0,1,0,0,0,0.018188339,0
20220427,0,영업/정상,,양천구,신정동,"서울특별시 양천구 목동로25길 12, 1층 102호 (신정동)",미식공감,경양식,187798.1693,447326.6885,신정4동,11470650,69,76,18,572,98,838,955,1793,0.945343001,1695,0.532626882,96,10262,33415.41042,2304,32388.60485,30970.59425,0,1,0,0,0,0.018188339,0
20180621,0,영업/정상,,광진구,구의동,"서울특별시 광진구 아차산로 480, 1층 101호 (구의동)",타논55,경양식,208346.8443,448693.1741,구의3동,11215870,54,54,7,290,45,448,207,655,0.93129771,610,0.316030534,1502,12314,31649.76833,1711,29272.37462,31098.29863,0,1,0,0,0,0.01981768,0
20200916,0,영업/정상,,광진구,광장동,"서울특별시 광진구 광나루로 595, 1층 비07호 (광장동, 광장자이아파트)",라뉘,경양식,208347.888,448928.1083,구의3동,11215870,42,58,12,299,46,456,205,661,0.930408472,615,0.310136157,684,13777,34837.11,1449,29272.37462,31098.29863,0,1,0,0,0,0.01981768,0
20220317,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 관악로24길 14, 호삼빌딩 지하1층 6호 (봉천동)",메종드빈,경양식,195999.6632,442420.8399,행운동,11620575,18,74,13,219,241,1036,1082,2118,0.886213409,1877,0.510859301,137,11622,34241.72278,629,23010.39003,20626.42224,0,1,0,0,0,0.018188339,0
20210820,0,영업/정상,,관악구,봉천동,"서울특별시 관악구 행운1길 108, 1층 (봉천동)",베라노,경양식,196072.8878,442352.5032,행운동,11620575,28,76,13,203,241,1025,1065,2090,0.884688995,1849,0.509569378,346,7958,34241.72278,959,23010.39003,20626.42224,0,1,0,0,0,0.018188339,0
